INPUT_TABLE,,,
Variable ID,,,
IncomeElasticity,,,
,,,
region,energy.final.demand,year,income.elasticity
JK,Paper and Pulp,2025,0.888442211
JK,Paper and Pulp,2030,0.814070352
JK,Paper and Pulp,2035,0.735678392
JK,Paper and Pulp,2040,0.654271357
JK,Paper and Pulp,2045,0.572864322
JK,Paper and Pulp,2050,0.493467337
JK,Paper and Pulp,2055,0.419095477
JK,Paper and Pulp,2060,0.353768844
JK,Paper and Pulp,2065,0.331658291
JK,Paper and Pulp,2070,0.312562814
JK,Paper and Pulp,2075,0.293467337
JK,Paper and Pulp,2080,0.27638191
JK,Paper and Pulp,2085,0.260301508
JK,Paper and Pulp,2090,0.257286432
JK,Paper and Pulp,2095,0.253266332
JK,Paper and Pulp,2100,0.249246231
KA,Paper and Pulp,2015,3
KA,Paper and Pulp,2020,1
KA,Paper and Pulp,2025,0.888442211
KA,Paper and Pulp,2030,0.814070352
KA,Paper and Pulp,2035,0.735678392
KA,Paper and Pulp,2040,0.654271357
KA,Paper and Pulp,2045,0.572864322
KA,Paper and Pulp,2050,0.493467337
KA,Paper and Pulp,2055,0.419095477
KA,Paper and Pulp,2060,0.353768844
KA,Paper and Pulp,2065,0.331658291
KA,Paper and Pulp,2070,0.312562814
KA,Paper and Pulp,2075,0.293467337
KA,Paper and Pulp,2080,0.27638191
KA,Paper and Pulp,2085,0.260301508
KA,Paper and Pulp,2090,0.257286432
KA,Paper and Pulp,2095,0.253266332
KA,Paper and Pulp,2100,0.249246231
KL,Paper and Pulp,2015,3
KL,Paper and Pulp,2020,1
KL,Paper and Pulp,2025,0.888442211
KL,Paper and Pulp,2030,0.814070352
KL,Paper and Pulp,2035,0.735678392
KL,Paper and Pulp,2040,0.654271357
KL,Paper and Pulp,2045,0.572864322
KL,Paper and Pulp,2050,0.493467337
KL,Paper and Pulp,2055,0.419095477
KL,Paper and Pulp,2060,0.353768844
KL,Paper and Pulp,2065,0.331658291
KL,Paper and Pulp,2070,0.312562814
KL,Paper and Pulp,2075,0.293467337
KL,Paper and Pulp,2080,0.27638191
KL,Paper and Pulp,2085,0.260301508
KL,Paper and Pulp,2090,0.257286432
KL,Paper and Pulp,2095,0.253266332
KL,Paper and Pulp,2100,0.249246231
LA,Paper and Pulp,2015,3
LA,Paper and Pulp,2020,1
LA,Paper and Pulp,2025,0.888442211
LA,Paper and Pulp,2030,0.814070352
LA,Paper and Pulp,2035,0.735678392
LA,Paper and Pulp,2040,0.654271357
LA,Paper and Pulp,2045,0.572864322
LA,Paper and Pulp,2050,0.493467337
LA,Paper and Pulp,2055,0.419095477
LA,Paper and Pulp,2060,0.353768844
LA,Paper and Pulp,2065,0.331658291
LA,Paper and Pulp,2070,0.312562814
LA,Paper and Pulp,2075,0.293467337
LA,Paper and Pulp,2080,0.27638191
LA,Paper and Pulp,2085,0.260301508
LA,Paper and Pulp,2090,0.257286432
LA,Paper and Pulp,2095,0.253266332
LA,Paper and Pulp,2100,0.249246231
LD,Paper and Pulp,2015,3
LD,Paper and Pulp,2020,1
LD,Paper and Pulp,2025,0.888442211
LD,Paper and Pulp,2030,0.814070352
LD,Paper and Pulp,2035,0.735678392
LD,Paper and Pulp,2040,0.654271357
LD,Paper and Pulp,2045,0.572864322
LD,Paper and Pulp,2050,0.493467337
LD,Paper and Pulp,2055,0.419095477
LD,Paper and Pulp,2060,0.353768844
LD,Paper and Pulp,2065,0.331658291
LD,Paper and Pulp,2070,0.312562814
LD,Paper and Pulp,2075,0.293467337
LD,Paper and Pulp,2080,0.27638191
LD,Paper and Pulp,2085,0.260301508
LD,Paper and Pulp,2090,0.257286432
LD,Paper and Pulp,2095,0.253266332
LD,Paper and Pulp,2100,0.249246231
MH,Paper and Pulp,2015,4
MH,Paper and Pulp,2020,1
MH,Paper and Pulp,2025,0.888442211
MH,Paper and Pulp,2030,0.814070352
MH,Paper and Pulp,2035,0.735678392
MH,Paper and Pulp,2040,0.654271357
MH,Paper and Pulp,2045,0.572864322
MH,Paper and Pulp,2050,0.493467337
MH,Paper and Pulp,2055,0.419095477
MH,Paper and Pulp,2060,0.353768844
MH,Paper and Pulp,2065,0.331658291
MH,Paper and Pulp,2070,0.312562814
MH,Paper and Pulp,2075,0.293467337
MH,Paper and Pulp,2080,0.27638191
MH,Paper and Pulp,2085,0.260301508
MH,Paper and Pulp,2090,0.257286432
MH,Paper and Pulp,2095,0.253266332
MH,Paper and Pulp,2100,0.249246231
ML,Paper and Pulp,2015,3
ML,Paper and Pulp,2020,1
ML,Paper and Pulp,2025,0.888442211
ML,Paper and Pulp,2030,0.814070352
ML,Paper and Pulp,2035,0.735678392
ML,Paper and Pulp,2040,0.654271357
ML,Paper and Pulp,2045,0.572864322
ML,Paper and Pulp,2050,0.493467337
ML,Paper and Pulp,2055,0.419095477
ML,Paper and Pulp,2060,0.353768844
ML,Paper and Pulp,2065,0.331658291
ML,Paper and Pulp,2070,0.312562814
ML,Paper and Pulp,2075,0.293467337
ML,Paper and Pulp,2080,0.27638191
ML,Paper and Pulp,2085,0.260301508
ML,Paper and Pulp,2090,0.257286432
ML,Paper and Pulp,2095,0.253266332
ML,Paper and Pulp,2100,0.249246231
MN,Paper and Pulp,2015,3
MN,Paper and Pulp,2020,1
MN,Paper and Pulp,2025,0.888442211
MN,Paper and Pulp,2030,0.814070352
MN,Paper and Pulp,2035,0.735678392
MN,Paper and Pulp,2040,0.654271357
MN,Paper and Pulp,2045,0.572864322
MN,Paper and Pulp,2050,0.493467337
MN,Paper and Pulp,2055,0.419095477
MN,Paper and Pulp,2060,0.353768844
MN,Paper and Pulp,2065,0.331658291
MN,Paper and Pulp,2070,0.312562814
MN,Paper and Pulp,2075,0.293467337
MN,Paper and Pulp,2080,0.27638191
MN,Paper and Pulp,2085,0.260301508
MN,Paper and Pulp,2090,0.257286432
MN,Paper and Pulp,2095,0.253266332
MN,Paper and Pulp,2100,0.249246231
MP,Paper and Pulp,2015,3
MP,Paper and Pulp,2020,1
MP,Paper and Pulp,2025,0.888442211
MP,Paper and Pulp,2030,0.814070352
MP,Paper and Pulp,2035,0.735678392
MP,Paper and Pulp,2040,0.654271357
MP,Paper and Pulp,2045,0.572864322
MP,Paper and Pulp,2050,0.493467337
MP,Paper and Pulp,2055,0.419095477
MP,Paper and Pulp,2060,0.353768844
MP,Paper and Pulp,2065,0.331658291
MP,Paper and Pulp,2070,0.312562814
MP,Paper and Pulp,2075,0.293467337
MP,Paper and Pulp,2080,0.27638191
MP,Paper and Pulp,2085,0.260301508
MP,Paper and Pulp,2090,0.257286432
MP,Paper and Pulp,2095,0.253266332
MP,Paper and Pulp,2100,0.249246231
MZ,Paper and Pulp,2015,3
MZ,Paper and Pulp,2020,1
MZ,Paper and Pulp,2025,0.888442211
MZ,Paper and Pulp,2030,0.814070352
MZ,Paper and Pulp,2035,0.735678392
MZ,Paper and Pulp,2040,0.654271357
MZ,Paper and Pulp,2045,0.572864322
MZ,Paper and Pulp,2050,0.493467337
MZ,Paper and Pulp,2055,0.419095477
MZ,Paper and Pulp,2060,0.353768844
MZ,Paper and Pulp,2065,0.331658291
MZ,Paper and Pulp,2070,0.312562814
MZ,Paper and Pulp,2075,0.293467337
MZ,Paper and Pulp,2080,0.27638191
MZ,Paper and Pulp,2085,0.260301508
MZ,Paper and Pulp,2090,0.257286432
MZ,Paper and Pulp,2095,0.253266332
MZ,Paper and Pulp,2100,0.249246231
NL,Paper and Pulp,2015,3
NL,Paper and Pulp,2020,1
NL,Paper and Pulp,2025,0.888442211
NL,Paper and Pulp,2030,0.814070352
NL,Paper and Pulp,2035,0.735678392
NL,Paper and Pulp,2040,0.654271357
NL,Paper and Pulp,2045,0.572864322
NL,Paper and Pulp,2050,0.493467337
NL,Paper and Pulp,2055,0.419095477
NL,Paper and Pulp,2060,0.353768844
NL,Paper and Pulp,2065,0.331658291
NL,Paper and Pulp,2070,0.312562814
NL,Paper and Pulp,2075,0.293467337
NL,Paper and Pulp,2080,0.27638191
NL,Paper and Pulp,2085,0.260301508
NL,Paper and Pulp,2090,0.257286432
NL,Paper and Pulp,2095,0.253266332
NL,Paper and Pulp,2100,0.249246231
OD,Paper and Pulp,2015,4
OD,Paper and Pulp,2020,1
OD,Paper and Pulp,2025,0.888442211
OD,Paper and Pulp,2030,0.814070352
OD,Paper and Pulp,2035,0.735678392
OD,Paper and Pulp,2040,0.654271357
OD,Paper and Pulp,2045,0.572864322
OD,Paper and Pulp,2050,0.493467337
OD,Paper and Pulp,2055,0.419095477
OD,Paper and Pulp,2060,0.353768844
OD,Paper and Pulp,2065,0.331658291
OD,Paper and Pulp,2070,0.312562814
OD,Paper and Pulp,2075,0.293467337
OD,Paper and Pulp,2080,0.27638191
OD,Paper and Pulp,2085,0.260301508
OD,Paper and Pulp,2090,0.257286432
OD,Paper and Pulp,2095,0.253266332
OD,Paper and Pulp,2100,0.249246231
PB,Paper and Pulp,2015,4
PB,Paper and Pulp,2020,1
PB,Paper and Pulp,2025,0.888442211
PB,Paper and Pulp,2030,0.814070352
PB,Paper and Pulp,2035,0.735678392
PB,Paper and Pulp,2040,0.654271357
PB,Paper and Pulp,2045,0.572864322
PB,Paper and Pulp,2050,0.493467337
PB,Paper and Pulp,2055,0.419095477
PB,Paper and Pulp,2060,0.353768844
PB,Paper and Pulp,2065,0.331658291
PB,Paper and Pulp,2070,0.312562814
PB,Paper and Pulp,2075,0.293467337
PB,Paper and Pulp,2080,0.27638191
PB,Paper and Pulp,2085,0.260301508
PB,Paper and Pulp,2090,0.257286432
PB,Paper and Pulp,2095,0.253266332
PB,Paper and Pulp,2100,0.249246231
PC,Paper and Pulp,2015,3
PC,Paper and Pulp,2020,1
PC,Paper and Pulp,2025,0.888442211
PC,Paper and Pulp,2030,0.814070352
PC,Paper and Pulp,2035,0.735678392
PC,Paper and Pulp,2040,0.654271357
PC,Paper and Pulp,2045,0.572864322
PC,Paper and Pulp,2050,0.493467337
PC,Paper and Pulp,2055,0.419095477
PC,Paper and Pulp,2060,0.353768844
PC,Paper and Pulp,2065,0.331658291
PC,Paper and Pulp,2070,0.312562814
PC,Paper and Pulp,2075,0.293467337
PC,Paper and Pulp,2080,0.27638191
PC,Paper and Pulp,2085,0.260301508
PC,Paper and Pulp,2090,0.257286432
PC,Paper and Pulp,2095,0.253266332
PC,Paper and Pulp,2100,0.249246231
RJ,Paper and Pulp,2015,3
RJ,Paper and Pulp,2020,1
RJ,Paper and Pulp,2025,0.888442211
RJ,Paper and Pulp,2030,0.814070352
RJ,Paper and Pulp,2035,0.735678392
RJ,Paper and Pulp,2040,0.654271357
RJ,Paper and Pulp,2045,0.572864322
RJ,Paper and Pulp,2050,0.493467337
RJ,Paper and Pulp,2055,0.419095477
RJ,Paper and Pulp,2060,0.353768844
RJ,Paper and Pulp,2065,0.331658291
RJ,Paper and Pulp,2070,0.312562814
RJ,Paper and Pulp,2075,0.293467337
RJ,Paper and Pulp,2080,0.27638191
RJ,Paper and Pulp,2085,0.260301508
RJ,Paper and Pulp,2090,0.257286432
RJ,Paper and Pulp,2095,0.253266332
RJ,Paper and Pulp,2100,0.249246231
SK,Paper and Pulp,2015,3
SK,Paper and Pulp,2020,1
SK,Paper and Pulp,2025,0.888442211
SK,Paper and Pulp,2030,0.814070352
SK,Paper and Pulp,2035,0.735678392
SK,Paper and Pulp,2040,0.654271357
SK,Paper and Pulp,2045,0.572864322
SK,Paper and Pulp,2050,0.493467337
SK,Paper and Pulp,2055,0.419095477
SK,Paper and Pulp,2060,0.353768844
SK,Paper and Pulp,2065,0.331658291
SK,Paper and Pulp,2070,0.312562814
SK,Paper and Pulp,2075,0.293467337
SK,Paper and Pulp,2080,0.27638191
SK,Paper and Pulp,2085,0.260301508
SK,Paper and Pulp,2090,0.257286432
SK,Paper and Pulp,2095,0.253266332
SK,Paper and Pulp,2100,0.249246231
TN,Paper and Pulp,2015,2
TN,Paper and Pulp,2020,1
TN,Paper and Pulp,2025,0.888442211
TN,Paper and Pulp,2030,0.814070352
TN,Paper and Pulp,2035,0.735678392
TN,Paper and Pulp,2040,0.654271357
TN,Paper and Pulp,2045,0.572864322
TN,Paper and Pulp,2050,0.493467337
TN,Paper and Pulp,2055,0.419095477
TN,Paper and Pulp,2060,0.353768844
TN,Paper and Pulp,2065,0.331658291
TN,Paper and Pulp,2070,0.312562814
TN,Paper and Pulp,2075,0.293467337
TN,Paper and Pulp,2080,0.27638191
TN,Paper and Pulp,2085,0.260301508
TN,Paper and Pulp,2090,0.257286432
TN,Paper and Pulp,2095,0.253266332
TN,Paper and Pulp,2100,0.249246231
TR,Paper and Pulp,2015,3
TR,Paper and Pulp,2020,1
TR,Paper and Pulp,2025,0.888442211
TR,Paper and Pulp,2030,0.814070352
TR,Paper and Pulp,2035,0.735678392
TR,Paper and Pulp,2040,0.654271357
TR,Paper and Pulp,2045,0.572864322
TR,Paper and Pulp,2050,0.493467337
TR,Paper and Pulp,2055,0.419095477
TR,Paper and Pulp,2060,0.353768844
TR,Paper and Pulp,2065,0.331658291
TR,Paper and Pulp,2070,0.312562814
TR,Paper and Pulp,2075,0.293467337
TR,Paper and Pulp,2080,0.27638191
TR,Paper and Pulp,2085,0.260301508
TR,Paper and Pulp,2090,0.257286432
TR,Paper and Pulp,2095,0.253266332
TR,Paper and Pulp,2100,0.249246231
TS,Paper and Pulp,2015,2
TS,Paper and Pulp,2020,1
TS,Paper and Pulp,2025,0.888442211
TS,Paper and Pulp,2030,0.814070352
TS,Paper and Pulp,2035,0.735678392
TS,Paper and Pulp,2040,0.654271357
TS,Paper and Pulp,2045,0.572864322
TS,Paper and Pulp,2050,0.493467337
TS,Paper and Pulp,2055,0.419095477
TS,Paper and Pulp,2060,0.353768844
TS,Paper and Pulp,2065,0.331658291
TS,Paper and Pulp,2070,0.312562814
TS,Paper and Pulp,2075,0.293467337
TS,Paper and Pulp,2080,0.27638191
TS,Paper and Pulp,2085,0.260301508
TS,Paper and Pulp,2090,0.257286432
TS,Paper and Pulp,2095,0.253266332
TS,Paper and Pulp,2100,0.249246231
UK,Paper and Pulp,2015,3
UK,Paper and Pulp,2020,1
UK,Paper and Pulp,2025,0.888442211
UK,Paper and Pulp,2030,0.814070352
UK,Paper and Pulp,2035,0.735678392
UK,Paper and Pulp,2040,0.654271357
UK,Paper and Pulp,2045,0.572864322
UK,Paper and Pulp,2050,0.493467337
UK,Paper and Pulp,2055,0.419095477
UK,Paper and Pulp,2060,0.353768844
UK,Paper and Pulp,2065,0.331658291
UK,Paper and Pulp,2070,0.312562814
UK,Paper and Pulp,2075,0.293467337
UK,Paper and Pulp,2080,0.27638191
UK,Paper and Pulp,2085,0.260301508
UK,Paper and Pulp,2090,0.257286432
UK,Paper and Pulp,2095,0.253266332
UK,Paper and Pulp,2100,0.249246231
UP,Paper and Pulp,2015,4
UP,Paper and Pulp,2020,1
UP,Paper and Pulp,2025,0.888442211
UP,Paper and Pulp,2030,0.814070352
UP,Paper and Pulp,2035,0.735678392
UP,Paper and Pulp,2040,0.654271357
UP,Paper and Pulp,2045,0.572864322
UP,Paper and Pulp,2050,0.493467337
UP,Paper and Pulp,2055,0.419095477
UP,Paper and Pulp,2060,0.353768844
UP,Paper and Pulp,2065,0.331658291
UP,Paper and Pulp,2070,0.312562814
UP,Paper and Pulp,2075,0.293467337
UP,Paper and Pulp,2080,0.27638191
UP,Paper and Pulp,2085,0.260301508
UP,Paper and Pulp,2090,0.257286432
UP,Paper and Pulp,2095,0.253266332
UP,Paper and Pulp,2100,0.249246231
WB,Paper and Pulp,2015,4
WB,Paper and Pulp,2020,1
WB,Paper and Pulp,2025,0.888442211
WB,Paper and Pulp,2030,0.814070352
WB,Paper and Pulp,2035,0.735678392
WB,Paper and Pulp,2040,0.654271357
WB,Paper and Pulp,2045,0.572864322
WB,Paper and Pulp,2050,0.493467337
WB,Paper and Pulp,2055,0.419095477
WB,Paper and Pulp,2060,0.353768844
WB,Paper and Pulp,2065,0.331658291
WB,Paper and Pulp,2070,0.312562814
WB,Paper and Pulp,2075,0.293467337
WB,Paper and Pulp,2080,0.27638191
WB,Paper and Pulp,2085,0.260301508
WB,Paper and Pulp,2090,0.257286432
WB,Paper and Pulp,2095,0.253266332
WB,Paper and Pulp,2100,0.249246231
