# File: A44.india_state_in_EJ_res_F_cooking_Y.csv
# Title: State-wise cooking energy demand in India
# Units: EJ/yr
# Comments: Residential cooking energy demand
# Source: Refer to India_bld disaggg
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
state,sector,fuel,service,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
WB,resid rural,electricity,resid rural cooking,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,0.000383475,3.83E-05
AN,resid urban,electricity,resid urban cooking,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0
AP,resid urban,electricity,resid urban cooking,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,1.84E-05,2.84E-05
AR,resid urban,electricity,resid urban cooking,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-05,2.04E-06
AS,resid urban,electricity,resid urban cooking,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0
BR,resid urban,electricity,resid urban cooking,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-05,1.69E-06
CG,resid urban,electricity,resid urban cooking,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,0.000127442,1.27E-05
CH,resid urban,electricity,resid urban cooking,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,9.91E-06,7.95E-08
DD,resid urban,electricity,resid urban cooking,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-06,7.77E-07
DL,resid urban,electricity,resid urban cooking,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-05,3.81E-06
