# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/pkm or 1990$/tkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
PB,trn_pass_road_LDV,LDV_3W,NG,0.004084037,0.004204693,0.004328915,0.004456806,0.004584697,0.004712588,0.004854689,0.005011001,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102,0.005153102
PC,trn_pass_road_LDV,LDV_3W,NG,0.003894311,0.004008567,0.004126172,0.00424723,0.004368287,0.004489344,0.004623853,0.004771811,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319,0.004906319
RJ,trn_pass_road_LDV,LDV_3W,NG,0.00411114,0.004232711,0.004357878,0.004486745,0.004615613,0.00474448,0.004887666,0.005045171,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357
SK,trn_pass_road_LDV,LDV_3W,NG,0.003921415,0.004036584,0.004155135,0.00427717,0.004399203,0.004521236,0.004656829,0.004805982,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574,0.004941574
TN,trn_pass_road_LDV,LDV_3W,NG,0.00411114,0.004232711,0.004357878,0.004486745,0.004615613,0.00474448,0.004887666,0.005045171,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357,0.005188357
TR,trn_pass_road_LDV,LDV_3W,NG,0.003867208,0.003980548,0.004097209,0.004217291,0.004337372,0.004457452,0.004590876,0.004737641,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065,0.004871065
TS,trn_pass_road_LDV,LDV_3W,NG,0.004165347,0.004288748,0.004415804,0.004546624,0.004677444,0.004808264,0.004953619,0.00511351,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866,0.005258866
UK,trn_pass_road_LDV,LDV_3W,NG,0.004056933,0.004176675,0.004299952,0.004426867,0.004553781,0.004680696,0.004821712,0.004976831,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847
UP,trn_pass_road_LDV,LDV_3W,NG,0.004056933,0.004176675,0.004299952,0.004426867,0.004553781,0.004680696,0.004821712,0.004976831,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847,0.005117847
WB,trn_pass_road_LDV,LDV_3W,NG,0.003989173,0.004106629,0.004227544,0.004352018,0.004476492,0.004600966,0.004739271,0.004891406,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971,0.00502971
AN,trn_pass_road_LDV,LDV_3W,Electric,0.005503985,0.00513329,0.004762596,0.004441834,0.004121072,0.003960691,0.00380031,0.003639929,0.003479548,0.003394302,0.003320879,0.003258406,0.003206151,0.003163506,0.003129978,0.003105179,0.003088817,0.003080692,0.003080692
AP,trn_pass_road_LDV,LDV_3W,Electric,0.005806944,0.005419513,0.005032082,0.004696348,0.004360615,0.004192748,0.004024882,0.003857015,0.003689148,0.003597397,0.003518372,0.003451132,0.003394889,0.00334899,0.003312904,0.003286212,0.003268602,0.003259857,0.003259857
AR,trn_pass_road_LDV,LDV_3W,Electric,0.005510363,0.005139316,0.004768269,0.004447192,0.004126115,0.003965576,0.003805038,0.003644499,0.003483961,0.003398578,0.003325037,0.003262464,0.003210124,0.003167411,0.003133829,0.00310899,0.003092602,0.003084464,0.003084464
AS,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
BR,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
CG,trn_pass_road_LDV,LDV_3W,Electric,0.005679379,0.005298996,0.004918614,0.004589184,0.004259755,0.00409504,0.003930325,0.00376561,0.003600895,0.003511883,0.003435217,0.003369984,0.003315421,0.003270891,0.003235882,0.003209987,0.003192903,0.00318442,0.00318442
CH,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
DD,trn_pass_road_LDV,LDV_3W,Electric,0.005503985,0.00513329,0.004762596,0.004441834,0.004121072,0.003960691,0.00380031,0.003639929,0.003479548,0.003394302,0.003320879,0.003258406,0.003206151,0.003163506,0.003129978,0.003105179,0.003088817,0.003080692,0.003080692
DL,trn_pass_road_LDV,LDV_3W,Electric,0.005583708,0.005208611,0.004833513,0.004508811,0.004184109,0.004021759,0.003859408,0.003697057,0.003534706,0.003447748,0.003372851,0.003309124,0.003255819,0.003212317,0.003178116,0.003152819,0.003136129,0.003127841,0.003127841
DN,trn_pass_road_LDV,LDV_3W,Electric,0.005503985,0.00513329,0.004762596,0.004441834,0.004121072,0.003960691,0.00380031,0.003639929,0.003479548,0.003394302,0.003320879,0.003258406,0.003206151,0.003163506,0.003129978,0.003105179,0.003088817,0.003080692,0.003080692
GA,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
GJ,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
HP,trn_pass_road_LDV,LDV_3W,Electric,0.005519929,0.005148354,0.004776779,0.004455229,0.004133679,0.003972904,0.003812129,0.003651355,0.00349058,0.003404991,0.003331273,0.00326855,0.003216085,0.003173268,0.003139605,0.003114707,0.003098279,0.003090122,0.003090122
HR,trn_pass_road_LDV,LDV_3W,Electric,0.005583708,0.005208611,0.004833513,0.004508811,0.004184109,0.004021759,0.003859408,0.003697057,0.003534706,0.003447748,0.003372851,0.003309124,0.003255819,0.003212317,0.003178116,0.003152819,0.003136129,0.003127841,0.003127841
JH,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
JK,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
KA,trn_pass_road_LDV,LDV_3W,Electric,0.005838835,0.005449642,0.005060448,0.004723139,0.00438583,0.004217175,0.004048521,0.003879866,0.003711211,0.003618776,0.003539161,0.003471419,0.003414756,0.003368515,0.003332159,0.003305268,0.003287527,0.003278717,0.003278717
KL,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
LA,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
LD,trn_pass_road_LDV,LDV_3W,Electric,0.005503985,0.00513329,0.004762596,0.004441834,0.004121072,0.003960691,0.00380031,0.003639929,0.003479548,0.003394302,0.003320879,0.003258406,0.003206151,0.003163506,0.003129978,0.003105179,0.003088817,0.003080692,0.003080692
MH,trn_pass_road_LDV,LDV_3W,Electric,0.005838835,0.005449642,0.005060448,0.004723139,0.00438583,0.004217175,0.004048521,0.003879866,0.003711211,0.003618776,0.003539161,0.003471419,0.003414756,0.003368515,0.003332159,0.003305268,0.003287527,0.003278717,0.003278717
ML,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
MN,trn_pass_road_LDV,LDV_3W,Electric,0.005551819,0.005178482,0.004805146,0.00448202,0.004158894,0.003997331,0.003835769,0.003674206,0.003512643,0.00342637,0.003352062,0.003288837,0.003235952,0.003192793,0.003158861,0.003133763,0.003117204,0.003108982,0.003108982
MP,trn_pass_road_LDV,LDV_3W,Electric,0.005743161,0.005359254,0.004975348,0.004642766,0.004310185,0.004143894,0.003977603,0.003811313,0.003645022,0.00355464,0.003476794,0.003410558,0.003355155,0.003309941,0.003274393,0.0032481,0.003230752,0.003222138,0.003222138
MZ,trn_pass_road_LDV,LDV_3W,Electric,0.005526307,0.00515438,0.004782452,0.004460587,0.004138722,0.00397779,0.003816857,0.003655925,0.003494992,0.003409267,0.003335431,0.003272607,0.003220058,0.003177173,0.003143457,0.003118518,0.003102064,0.003093894,0.003093894
NL,trn_pass_road_LDV,LDV_3W,Electric,0.005583708,0.005208611,0.004833513,0.004508811,0.004184109,0.004021759,0.003859408,0.003697057,0.003534706,0.003447748,0.003372851,0.003309124,0.003255819,0.003212317,0.003178116,0.003152819,0.003136129,0.003127841,0.003127841
OD,trn_pass_road_LDV,LDV_3W,Electric,0.005615598,0.005238739,0.00486188,0.004535602,0.004209324,0.004046186,0.003883047,0.003719908,0.003556769,0.003469126,0.00339364,0.003329411,0.003275686,0.003231842,0.003197371,0.003171875,0.003155053,0.003146701,0.003146701
PB,trn_pass_road_LDV,LDV_3W,Electric,0.00571127,0.005329125,0.004946981,0.004615975,0.00428497,0.004119467,0.003953964,0.003788461,0.003622959,0.003533262,0.003456006,0.003390271,0.003335288,0.003290416,0.003255138,0.003229044,0.003211828,0.003203279,0.003203279
PC,trn_pass_road_LDV,LDV_3W,Electric,0.00548804,0.005118226,0.004748412,0.004428438,0.004108464,0.003948477,0.00378849,0.003628503,0.003468516,0.003383613,0.003310485,0.003248263,0.003196217,0.003153743,0.00312035,0.003095651,0.003079355,0.003071263,0.003071263
RJ,trn_pass_road_LDV,LDV_3W,Electric,0.005743161,0.005359254,0.004975348,0.004642766,0.004310185,0.004143894,0.003977603,0.003811313,0.003645022,0.00355464,0.003476794,0.003410558,0.003355155,0.003309941,0.003274393,0.0032481,0.003230752,0.003222138,0.003222138
SK,trn_pass_road_LDV,LDV_3W,Electric,0.005519929,0.005148354,0.004776779,0.004455229,0.004133679,0.003972904,0.003812129,0.003651355,0.00349058,0.003404991,0.003331273,0.00326855,0.003216085,0.003173268,0.003139605,0.003114707,0.003098279,0.003090122,0.003090122
TN,trn_pass_road_LDV,LDV_3W,Electric,0.005743161,0.005359254,0.004975348,0.004642766,0.004310185,0.004143894,0.003977603,0.003811313,0.003645022,0.00355464,0.003476794,0.003410558,0.003355155,0.003309941,0.003274393,0.0032481,0.003230752,0.003222138,0.003222138
TR,trn_pass_road_LDV,LDV_3W,Electric,0.005456152,0.005088098,0.004720045,0.004401647,0.004083249,0.00392405,0.003764851,0.003605652,0.003446453,0.003362234,0.003289696,0.003227976,0.00317635,0.003134219,0.003101095,0.003076594,0.00306043,0.003052403,0.003052403
TS,trn_pass_road_LDV,LDV_3W,Electric,0.005806944,0.005419513,0.005032082,0.004696348,0.004360615,0.004192748,0.004024882,0.003857015,0.003689148,0.003597397,0.003518372,0.003451132,0.003394889,0.00334899,0.003312904,0.003286212,0.003268602,0.003259857,0.003259857
UK,trn_pass_road_LDV,LDV_3W,Electric,0.005679379,0.005298996,0.004918614,0.004589184,0.004259755,0.00409504,0.003930325,0.00376561,0.003600895,0.003511883,0.003435217,0.003369984,0.003315421,0.003270891,0.003235882,0.003209987,0.003192903,0.00318442,0.00318442
UP,trn_pass_road_LDV,LDV_3W,Electric,0.005679379,0.005298996,0.004918614,0.004589184,0.004259755,0.00409504,0.003930325,0.00376561,0.003600895,0.003511883,0.003435217,0.003369984,0.003315421,0.003270891,0.003235882,0.003209987,0.003192903,0.00318442,0.00318442
WB,trn_pass_road_LDV,LDV_3W,Electric,0.005599653,0.005223675,0.004847696,0.004522207,0.004196717,0.004033972,0.003871227,0.003708482,0.003545738,0.003458437,0.003383245,0.003319267,0.003265753,0.00322208,0.003187744,0.003162347,0.003145591,0.003137271,0.003137271
AN,trn_pass_road,Bus,Liquids,0.068743453,0.069806851,0.070886699,0.071983251,0.073079802,0.074176354,0.075394745,0.076734975,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366
AP,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
AR,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
AS,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
BR,trn_pass_road,Bus,Liquids,0.071055183,0.072119605,0.073199973,0.074296525,0.075393076,0.076489628,0.077708019,0.079048249,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664,0.08026664
CG,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
CH,trn_pass_road,Bus,Liquids,0.067422511,0.068485293,0.069564828,0.07066138,0.071757932,0.072854483,0.074072874,0.075413104,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495,0.076631495
DD,trn_pass_road,Bus,Liquids,0.067809984,0.068872949,0.069952577,0.071049129,0.07214568,0.073242232,0.074460623,0.075800853,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244
DL,trn_pass_road,Bus,Liquids,0.067977302,0.069040346,0.070120014,0.071216566,0.072313117,0.073409669,0.07462806,0.07596829,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681,0.077186681
DN,trn_pass_road,Bus,Liquids,0.067809984,0.068872949,0.069952577,0.071049129,0.07214568,0.073242232,0.074460623,0.075800853,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244,0.077019244
GA,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
GJ,trn_pass_road,Bus,Liquids,0.086358631,0.08742851,0.088511643,0.089608195,0.090704747,0.091801298,0.093019689,0.094359919,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831,0.09557831
HP,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
HR,trn_pass_road,Bus,Liquids,0.084817148,0.085886562,0.08696946,0.088066012,0.089162564,0.090259116,0.091477507,0.092817737,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127,0.094036127
JH,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
JK,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
KA,trn_pass_road,Bus,Liquids,0.073146827,0.074212124,0.075292935,0.076389487,0.077486038,0.07858259,0.079800981,0.081141211,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602
KL,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
LA,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
LD,trn_pass_road,Bus,Liquids,0.068743453,0.069806851,0.070886699,0.071983251,0.073079802,0.074176354,0.075394745,0.076734975,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366
MH,trn_pass_road,Bus,Liquids,0.090762996,0.091834117,0.092917879,0.094014431,0.095110983,0.096207534,0.097425925,0.098766155,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546,0.099984546
ML,trn_pass_road,Bus,Liquids,0.067928868,0.068991889,0.070071545,0.071168097,0.072264649,0.073361201,0.074579591,0.075919821,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212,0.077138212
MN,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
MP,trn_pass_road,Bus,Liquids,0.073146827,0.074212124,0.075292935,0.076389487,0.077486038,0.07858259,0.079800981,0.081141211,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602,0.082359602
MZ,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
NL,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
OD,trn_pass_road,Bus,Liquids,0.074908267,0.075974263,0.077055429,0.078151981,0.079248533,0.080345085,0.081563476,0.082903706,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096,0.084122096
PB,trn_pass_road,Bus,Liquids,0.088560791,0.089631306,0.090714761,0.091811313,0.092907865,0.094004416,0.095222807,0.096563037,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428,0.097781428
PC,trn_pass_road,Bus,Liquids,0.068743453,0.069806851,0.070886699,0.071983251,0.073079802,0.074176354,0.075394745,0.076734975,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366,0.077953366
RJ,trn_pass_road,Bus,Liquids,0.070438712,0.071502868,0.0725831,0.073679651,0.074776203,0.075872755,0.077091146,0.078431376,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767,0.079649767
SK,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
TN,trn_pass_road,Bus,Liquids,0.079752456,0.080820224,0.081902289,0.082998841,0.084095393,0.085191944,0.086410335,0.087750565,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956,0.088968956
TR,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
TS,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
UK,trn_pass_road,Bus,Liquids,0.072266126,0.07333106,0.074411688,0.075508239,0.076604791,0.077701343,0.078919734,0.080259964,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355,0.081478355
UP,trn_pass_road,Bus,Liquids,0.07312481,0.074190097,0.075270904,0.076367455,0.077464007,0.078560559,0.07977895,0.08111918,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571,0.082337571
WB,trn_pass_road,Bus,Liquids,0.070945098,0.072009473,0.073089817,0.074186369,0.07528292,0.076379472,0.077597863,0.078938093,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484,0.080156484
AN,trn_pass_road,Bus,NG,0.063260339,0.06436997,0.065499066,0.066647966,0.06778381,0.068932711,0.070251335,0.071583015,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639,0.072901639
AP,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
AR,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
AS,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
BR,trn_pass_road,Bus,NG,0.065571642,0.06668258,0.06781234,0.06896124,0.070097084,0.071245985,0.072564609,0.073896289,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913,0.075214913
CG,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
CH,trn_pass_road,Bus,NG,0.061939657,0.0630485,0.064177195,0.065326095,0.06646194,0.06761084,0.068929464,0.070261144,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768,0.071579768
DD,trn_pass_road,Bus,NG,0.062327052,0.06343613,0.064564944,0.065713844,0.066849688,0.067998589,0.069317213,0.070648893,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517
DL,trn_pass_road,Bus,NG,0.062494337,0.063603516,0.064732381,0.065881281,0.067017125,0.068166026,0.06948465,0.07081633,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954,0.072134954
DN,trn_pass_road,Bus,NG,0.062327052,0.06343613,0.064564944,0.065713844,0.066849688,0.067998589,0.069317213,0.070648893,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517,0.071967517
GA,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
GJ,trn_pass_road,Bus,NG,0.080872985,0.081990773,0.08312401,0.08427291,0.085408755,0.086557655,0.087876279,0.089207959,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583,0.090526583
HP,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
HR,trn_pass_road,Bus,NG,0.07933167,0.080448882,0.081581827,0.082730727,0.083866572,0.085015472,0.086334096,0.087665776,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844,0.0889844
JH,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
JK,trn_pass_road,Bus,NG,0.065461577,0.066572455,0.067702184,0.068851084,0.069986928,0.071135829,0.072454453,0.073786133,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757,0.075104757
KA,trn_pass_road,Bus,NG,0.067662932,0.068774978,0.069905302,0.071054202,0.072190046,0.073338947,0.074657571,0.075989251,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875,0.077307875
