# File: A54.india_state_StubTranTechCost.csv
# Title: Non-energy sub technology transport cost at state level
# Units: 1990$/pkm or 1990$/tkm
# Column types: ccccnnnnnnnnnnnnnnnnnnn
# ----------
region,supplysector,tranSubsector,stub.technology,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
LD,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.02835954,0.029195586,0.030056279,0.030942346,0.031828412,0.032725154,0.033760678,0.034796201,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724,0.035831724
MH,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.030658827,0.031567454,0.03250301,0.033466293,0.034429575,0.035404464,0.036530228,0.037655992,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756,0.038781756
ML,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029125969,0.029986209,0.030871856,0.031783661,0.032695467,0.033618257,0.034683861,0.035749465,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068
MN,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.02868801,0.029534425,0.030405812,0.03130291,0.032200007,0.033107913,0.034156328,0.035204743,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157,0.036253157
MP,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.030001888,0.030889778,0.031803944,0.032745165,0.033686386,0.034638947,0.035738928,0.036838909,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889
MZ,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.028512826,0.029353711,0.030219395,0.031110609,0.032001823,0.032903775,0.033945314,0.034986854,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393,0.036028393
NL,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.028906989,0.029760317,0.030638834,0.031543286,0.032447737,0.033363085,0.034420094,0.035477104,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113,0.036534113
OD,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029125969,0.029986209,0.030871856,0.031783661,0.032695467,0.033618257,0.034683861,0.035749465,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068,0.036815068
PB,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029782908,0.030663885,0.031570922,0.032504789,0.033438656,0.034383774,0.035475161,0.036566548,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934,0.037657934
PC,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.028250051,0.02908264,0.029939768,0.030822158,0.031704547,0.032597568,0.033628794,0.03466002,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247,0.035691247
RJ,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.030001888,0.030889778,0.031803944,0.032745165,0.033686386,0.034638947,0.035738928,0.036838909,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889
SK,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.02846903,0.029308532,0.03017279,0.031062534,0.031952277,0.03285274,0.033892561,0.034932382,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202,0.035972202
TN,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.030001888,0.030889778,0.031803944,0.032745165,0.033686386,0.034638947,0.035738928,0.036838909,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889,0.03793889
TR,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.028031071,0.028856748,0.029706746,0.030581782,0.031456818,0.032342396,0.033365028,0.034387659,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291,0.035410291
TS,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.030439847,0.031341562,0.032269988,0.033225917,0.034181846,0.035149292,0.036266461,0.037383631,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801,0.038500801
UK,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029563928,0.030437993,0.0313379,0.032264413,0.033190926,0.034128602,0.035211394,0.036294187,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979
UP,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029563928,0.030437993,0.0313379,0.032264413,0.033190926,0.034128602,0.035211394,0.036294187,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979,0.037376979
WB,trn_pass_road_LDV_4W,LDV_4W,Liquids,0.029016479,0.029873263,0.030755345,0.031663474,0.032571602,0.033490671,0.034551978,0.035613284,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591,0.036674591
AN,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091635238,0.084712653,0.078313034,0.072396875,0.066480715,0.063522636,0.060564556,0.057606476,0.054648397,0.053259037,0.052062377,0.051044185,0.050192514,0.049497473,0.048951027,0.048546845,0.048280178,0.048147764,0.048147764
AP,trn_pass_road_LDV_4W,LDV_4W,Electric,0.096716306,0.08951577,0.082851315,0.076683029,0.070514743,0.0674306,0.064346457,0.061262314,0.058178171,0.056679266,0.055388255,0.054289783,0.053370962,0.05262112,0.052031589,0.05159554,0.051307847,0.051164993,0.051164993
AR,trn_pass_road_LDV_4W,LDV_4W,Electric,0.0917422,0.084813768,0.078408577,0.07248711,0.066565642,0.063604909,0.060644175,0.057683441,0.054722708,0.053331041,0.052132395,0.051112513,0.050259429,0.049563234,0.049015881,0.048611028,0.048343919,0.048211285,0.048211285
AS,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
BR,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
CG,trn_pass_road_LDV_4W,LDV_4W,Electric,0.094576813,0.087493375,0.08094046,0.074878332,0.068816205,0.065785141,0.062754077,0.059723014,0.05669195,0.055239169,0.053987885,0.052923215,0.052032668,0.0513059,0.05073451,0.050311879,0.050033039,0.049894581,0.049894581
CH,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
DD,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091635238,0.084712653,0.078313034,0.072396875,0.066480715,0.063522636,0.060564556,0.057606476,0.054648397,0.053259037,0.052062377,0.051044185,0.050192514,0.049497473,0.048951027,0.048546845,0.048280178,0.048147764,0.048147764
DL,trn_pass_road_LDV_4W,LDV_4W,Electric,0.092972283,0.085976607,0.079507319,0.07352481,0.067542302,0.064551047,0.061559793,0.058568539,0.055577285,0.054159097,0.052937608,0.051898289,0.051028948,0.050319486,0.049761701,0.049349133,0.049076933,0.048941772,0.048941772
DN,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091635238,0.084712653,0.078313034,0.072396875,0.066480715,0.063522636,0.060564556,0.057606476,0.054648397,0.053259037,0.052062377,0.051044185,0.050192514,0.049497473,0.048951027,0.048546845,0.048280178,0.048147764,0.048147764
GA,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
GJ,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
HP,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091902643,0.084965442,0.078551891,0.072622462,0.066693033,0.063728318,0.060763604,0.057798889,0.054834174,0.053439049,0.052237423,0.051215006,0.050359801,0.049661876,0.049113162,0.048707303,0.048439529,0.048306566,0.048306566
HR,trn_pass_road_LDV_4W,LDV_4W,Electric,0.092972283,0.085976607,0.079507319,0.07352481,0.067542302,0.064551047,0.061559793,0.058568539,0.055577285,0.054159097,0.052937608,0.051898289,0.051028948,0.050319486,0.049761701,0.049349133,0.049076933,0.048941772,0.048941772
JH,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
JK,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
KA,trn_pass_road_LDV_4W,LDV_4W,Electric,0.097251199,0.090021375,0.083329029,0.077134203,0.070939377,0.067841964,0.064744551,0.061647139,0.058549726,0.05703929,0.055738347,0.054631425,0.053705536,0.052949925,0.052355859,0.051916455,0.051626549,0.051482596,0.051482596
KL,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
LA,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
LD,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091635238,0.084712653,0.078313034,0.072396875,0.066480715,0.063522636,0.060564556,0.057606476,0.054648397,0.053259037,0.052062377,0.051044185,0.050192514,0.049497473,0.048951027,0.048546845,0.048280178,0.048147764,0.048147764
MH,trn_pass_road_LDV_4W,LDV_4W,Electric,0.097251199,0.090021375,0.083329029,0.077134203,0.070939377,0.067841964,0.064744551,0.061647139,0.058549726,0.05703929,0.055738347,0.054631425,0.053705536,0.052949925,0.052355859,0.051916455,0.051626549,0.051482596,0.051482596
ML,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
MN,trn_pass_road_LDV_4W,LDV_4W,Electric,0.092437458,0.085471023,0.079029605,0.073073636,0.067117667,0.064139683,0.061161698,0.058183714,0.055205729,0.053799073,0.052587516,0.051556648,0.050694375,0.049990681,0.049437432,0.049028218,0.048758231,0.048624169,0.048624169
MP,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095646543,0.088504568,0.081895887,0.075780681,0.069665474,0.06660787,0.063550267,0.060492664,0.05743506,0.055959218,0.05468807,0.053606499,0.052701815,0.05196351,0.05138305,0.050953709,0.050670443,0.050529787,0.050529787
MZ,trn_pass_road_LDV_4W,LDV_4W,Electric,0.092009605,0.085066558,0.078647434,0.072712697,0.06677796,0.063810591,0.060843222,0.057875854,0.054908485,0.053511053,0.052307442,0.051283334,0.050426716,0.049727637,0.049178016,0.048771486,0.04850327,0.048370086,0.048370086
NL,trn_pass_road_LDV_4W,LDV_4W,Electric,0.092972283,0.085976607,0.079507319,0.07352481,0.067542302,0.064551047,0.061559793,0.058568539,0.055577285,0.054159097,0.052937608,0.051898289,0.051028948,0.050319486,0.049761701,0.049349133,0.049076933,0.048941772,0.048941772
OD,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093507118,0.086482194,0.079985032,0.073975984,0.067966936,0.064962412,0.061957888,0.058953364,0.05594884,0.054519121,0.0532877,0.052239931,0.051363522,0.050648291,0.050085971,0.049670048,0.049395635,0.049259375,0.049259375
PB,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095111673,0.08799897,0.081418174,0.075329506,0.069240839,0.066196506,0.063152172,0.060107839,0.057063505,0.055599193,0.054337978,0.053264857,0.052367242,0.051634705,0.05105878,0.050632794,0.050351741,0.050212184,0.050212184
PC,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091367836,0.084459864,0.078074177,0.072171288,0.066268398,0.063316953,0.060365509,0.057414064,0.054462619,0.053079025,0.051887331,0.050873364,0.050025228,0.049333071,0.048788892,0.048386388,0.048120827,0.047988963,0.047988963
RJ,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095646543,0.088504568,0.081895887,0.075780681,0.069665474,0.06660787,0.063550267,0.060492664,0.05743506,0.055959218,0.05468807,0.053606499,0.052701815,0.05196351,0.05138305,0.050953709,0.050670443,0.050529787,0.050529787
SK,trn_pass_road_LDV_4W,LDV_4W,Electric,0.091902643,0.084965442,0.078551891,0.072622462,0.066693033,0.063728318,0.060763604,0.057798889,0.054834174,0.053439049,0.052237423,0.051215006,0.050359801,0.049661876,0.049113162,0.048707303,0.048439529,0.048306566,0.048306566
TN,trn_pass_road_LDV_4W,LDV_4W,Electric,0.095646543,0.088504568,0.081895887,0.075780681,0.069665474,0.06660787,0.063550267,0.060492664,0.05743506,0.055959218,0.05468807,0.053606499,0.052701815,0.05196351,0.05138305,0.050953709,0.050670443,0.050529787,0.050529787
TR,trn_pass_road_LDV_4W,LDV_4W,Electric,0.09083304,0.083954289,0.077596464,0.071720114,0.065843764,0.062905589,0.059967414,0.057029239,0.054091064,0.052719,0.051537238,0.050531722,0.049690654,0.049004266,0.048464622,0.048065472,0.047802125,0.04767136,0.04767136
TS,trn_pass_road_LDV_4W,LDV_4W,Electric,0.096716306,0.08951577,0.082851315,0.076683029,0.070514743,0.0674306,0.064346457,0.061262314,0.058178171,0.056679266,0.055388255,0.054289783,0.053370962,0.05262112,0.052031589,0.05159554,0.051307847,0.051164993,0.051164993
UK,trn_pass_road_LDV_4W,LDV_4W,Electric,0.094576813,0.087493375,0.08094046,0.074878332,0.068816205,0.065785141,0.062754077,0.059723014,0.05669195,0.055239169,0.053987885,0.052923215,0.052032668,0.0513059,0.05073451,0.050311879,0.050033039,0.049894581,0.049894581
UP,trn_pass_road_LDV_4W,LDV_4W,Electric,0.094576813,0.087493375,0.08094046,0.074878332,0.068816205,0.065785141,0.062754077,0.059723014,0.05669195,0.055239169,0.053987885,0.052923215,0.052032668,0.0513059,0.05073451,0.050311879,0.050033039,0.049894581,0.049894581
WB,trn_pass_road_LDV_4W,LDV_4W,Electric,0.093239699,0.0862294,0.079746175,0.073750397,0.067754619,0.06475673,0.06175884,0.058760951,0.055763062,0.054339109,0.053112654,0.05206911,0.051196235,0.050483888,0.049923836,0.049509591,0.049236284,0.049100573,0.049100573
AN,trn_pass_road_LDV_4W,LDV_4W,NG,0.031439619,0.032311456,0.033221903,0.034158616,0.035084108,0.036020395,0.037094785,0.038180737,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569
AP,trn_pass_road_LDV_4W,LDV_4W,NG,0.033745865,0.034686459,0.035668766,0.036679551,0.037678272,0.03868863,0.039848033,0.04101984,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685
AR,trn_pass_road_LDV_4W,LDV_4W,NG,0.031488172,0.032361456,0.033273416,0.034211689,0.035138722,0.036076569,0.037152749,0.038240508,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713,0.03931713
AS,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
BR,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
CG,trn_pass_road_LDV_4W,LDV_4W,NG,0.032774813,0.033686458,0.034638508,0.035618105,0.036585992,0.037565163,0.038688771,0.039824428,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478
CH,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
DD,trn_pass_road_LDV_4W,LDV_4W,NG,0.031439619,0.032311456,0.033221903,0.034158616,0.035084108,0.036020395,0.037094785,0.038180737,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569
DL,trn_pass_road_LDV_4W,LDV_4W,NG,0.032046525,0.032936457,0.033865814,0.03482202,0.035766783,0.036722562,0.037819324,0.038927869,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074
DN,trn_pass_road_LDV_4W,LDV_4W,NG,0.031439619,0.032311456,0.033221903,0.034158616,0.035084108,0.036020395,0.037094785,0.038180737,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569
GA,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
GJ,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
HP,trn_pass_road_LDV_4W,LDV_4W,NG,0.031561,0.032436456,0.033350685,0.034291297,0.035220643,0.036160829,0.037239693,0.038330164,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947
HR,trn_pass_road_LDV_4W,LDV_4W,NG,0.032046525,0.032936457,0.033865814,0.03482202,0.035766783,0.036722562,0.037819324,0.038927869,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074
JH,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
JK,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
KA,trn_pass_road_LDV_4W,LDV_4W,NG,0.033988627,0.034936459,0.035926331,0.036944912,0.037951342,0.038969497,0.040137849,0.041318693,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487
KL,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
LA,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
LD,trn_pass_road_LDV_4W,LDV_4W,NG,0.031439619,0.032311456,0.033221903,0.034158616,0.035084108,0.036020395,0.037094785,0.038180737,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569,0.039255569
MH,trn_pass_road_LDV_4W,LDV_4W,NG,0.033988627,0.034936459,0.035926331,0.036944912,0.037951342,0.038969497,0.040137849,0.041318693,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487,0.042487487
ML,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
MN,trn_pass_road_LDV_4W,LDV_4W,NG,0.031803763,0.032686457,0.03360825,0.034556659,0.035493713,0.036441696,0.037529509,0.038629016,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272,0.039717272
MP,trn_pass_road_LDV_4W,LDV_4W,NG,0.033260339,0.034186458,0.035153637,0.036148828,0.037132132,0.038126896,0.039268402,0.040422134,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082
MZ,trn_pass_road_LDV_4W,LDV_4W,NG,0.031609553,0.032486456,0.033402198,0.034344369,0.035275257,0.036217002,0.037297656,0.038389934,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031,0.039471031
NL,trn_pass_road_LDV_4W,LDV_4W,NG,0.032046525,0.032936457,0.033865814,0.03482202,0.035766783,0.036722562,0.037819324,0.038927869,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074,0.040025074
OD,trn_pass_road_LDV_4W,LDV_4W,NG,0.032289288,0.033186457,0.034123379,0.035087382,0.036039853,0.037003429,0.03810914,0.039226722,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875,0.040332875
PB,trn_pass_road_LDV_4W,LDV_4W,NG,0.033017576,0.033936458,0.034896073,0.035883466,0.036859062,0.03784603,0.038978587,0.040123281,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628,0.04125628
PC,trn_pass_road_LDV_4W,LDV_4W,NG,0.031318238,0.032186456,0.03309312,0.034025935,0.034947573,0.035879962,0.036949878,0.038031311,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669,0.039101669
RJ,trn_pass_road_LDV_4W,LDV_4W,NG,0.033260339,0.034186458,0.035153637,0.036148828,0.037132132,0.038126896,0.039268402,0.040422134,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082
SK,trn_pass_road_LDV_4W,LDV_4W,NG,0.031561,0.032436456,0.033350685,0.034291297,0.035220643,0.036160829,0.037239693,0.038330164,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947,0.03940947
TN,trn_pass_road_LDV_4W,LDV_4W,NG,0.033260339,0.034186458,0.035153637,0.036148828,0.037132132,0.038126896,0.039268402,0.040422134,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082,0.041564082
TR,trn_pass_road_LDV_4W,LDV_4W,NG,0.031075475,0.031936456,0.032835556,0.033760574,0.034674503,0.035599095,0.036660062,0.037732458,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867,0.038793867
TS,trn_pass_road_LDV_4W,LDV_4W,NG,0.033745865,0.034686459,0.035668766,0.036679551,0.037678272,0.03868863,0.039848033,0.04101984,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685,0.042179685
UK,trn_pass_road_LDV_4W,LDV_4W,NG,0.032774813,0.033686458,0.034638508,0.035618105,0.036585992,0.037565163,0.038688771,0.039824428,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478
UP,trn_pass_road_LDV_4W,LDV_4W,NG,0.032774813,0.033686458,0.034638508,0.035618105,0.036585992,0.037565163,0.038688771,0.039824428,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478,0.040948478
WB,trn_pass_road_LDV_4W,LDV_4W,NG,0.032167907,0.033061457,0.033994597,0.034954701,0.035903318,0.036862996,0.037964232,0.039077296,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974,0.040178974
AN,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.241428284,0.245135182,0.248898997,0.252720601,0.256542205,0.260430855,0.264788825,0.26921384,0.27357181,0.272297942,0.271024074,0.269750206,0.268543384,0.267269515,0.265995647,0.264721779,0.263514957,0.262241089,0.262241089
AP,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.26020295,0.264202003,0.268262517,0.272385438,0.276508358,0.28070361,0.285405186,0.290179094,0.294880669,0.293506363,0.292132056,0.290757749,0.289455774,0.288081468,0.286707161,0.285332854,0.284030879,0.282656572,0.282656572
AR,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.24182354,0.245536589,0.24930665,0.253134598,0.256962545,0.26085765,0.265222854,0.269655214,0.274020418,0.272744435,0.271468453,0.27019247,0.268983644,0.267707662,0.266431679,0.265155697,0.263946871,0.262670888,0.262670888
AS,trn_pass_road_LDV_4W,LDV_4W,FCEV,0.248345266,0.252159801,0.256032926,0.259965541,0.263898156,0.267899765,0.272384326,0.276937881,0.281422443,0.280111571,0.278800699,0.277489827,0.276247949,0.274937077,0.273626205,0.272315333,0.271073455,0.269762583,0.269762583
