# File: A10.EB_SecFuel_mtoe.csv
# Title: Database of fuel consumption across sectors
# Units: Energy units in mtoe
# Source:  GHG platform
# Column types: cccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
State,GHG_Platform_sectors,GHG_Platform_fuels,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
GJ,trn_shipping_intl,oil,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000326488,0.000829813,0.002269869,0.011234083,0.018052752,0.036410669,0.02176358,0.005611744,0.002975976,0.001890255,0.000652254
HP,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JH,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JK,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KA,trn_shipping_intl,oil,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.000846007,0.001227918,0.000988969,0.001031656,0.001029904,0.000608862,0.000260271,4.72E-05,0,0,0
KL,trn_shipping_intl,oil,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.000761057,0.001174156,0.000999498,0.000627667,0.000497645,0.000529116,0.002035531,0.003191515,0.003391495,0.006924787,0.011061234
LA,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-07,2.00E-07,0.000140934,0.000205656,5.29E-05,0,0,0,0,0
MH,trn_shipping_intl,oil,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.004078405,0.003479759,0.004475026,0.004314614,0.004297138,0.007737346,0.009067101,0.013434938,0.016129779,0.014803547,0.01038768
ML,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MP,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MZ,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OD,trn_shipping_intl,oil,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.00028622,0.000262304,0.000202462,0.000617261,0.001682518,0.000661485,5.46E-05,0,0,0,5.46E-06
PB,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134362,0.000112488,0.000107048,3.40E-05,0.000145636,4.79E-05,0,0
RJ,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SK,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TN,trn_shipping_intl,oil,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.005557028,0.006328123,0.007432114,0.008901942,0.010907255,0.008316314,0.002930517,0.000800447,0.000521497,0.001137204,0.002329191
TR,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TS,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UK,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UP,trn_shipping_intl,oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WB,trn_shipping_intl,oil,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.007341762,0.009013739,0.004768155,0.002681043,0.003039531,0.002126915,0.000677588,0.000338344,0.000390784,0.000377904,0.00024024
AN,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AP,Wind Power,Wind for Power,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.007480653,0.009329321,0.013671539,0.023753224,0.008469475,0.007523646,0.016315563,0.042927773,0.114251935,0.18450129,0.00001
AR,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AS,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
BR,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
CG,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
CH,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
DD,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
DL,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
DN,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
GA,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
GJ,Wind Power,Wind for Power,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.02822442,0.047635426,0.100107481,0.199914015,0.254621668,0.27566638,0.376504729,0.434329321,0.885748065,1.634006879,0.00001
HP,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
HR,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
JH,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
JK,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
KA,Wind Power,Wind for Power,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.090326741,0.129643164,0.155696475,0.173344798,0.247420464,0.25266552,0.288542562,0.329019776,0.818594153,1.575902837,0.00001
KL,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.001397248,0.005588994,0.005696475,0.005954428,0.005782459,0.012575236,0.024570077,0.00001
LA,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
LD,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MH,Wind Power,Wind for Power,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.087790198,0.149312124,0.16377902,0.202063629,0.237080825,0.244453998,0.303955288,0.397312984,0.969282029,1.799871023,0.00001
ML,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MN,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
MP,Wind Power,Wind for Power,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.003439381,0.00599742,0.004514187,0.001956148,0.0072227,0.008598452,0.018895099,0.041788478,0.068185727,0.112274291,0.00001
MZ,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
NL,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
OD,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
PB,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
PC,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
RJ,Wind Power,Wind for Power,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.038972485,0.048968186,0.06027515,0.07310834,0.102493551,0.141466036,0.22300086,0.280266552,0.552966466,0.943852107,0.00001
SK,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,1,2,3,4,5,6,7,8,9,0.00001
TN,Wind Power,Wind for Power,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.335339639,0.470120378,0.524591574,0.575322442,0.712768702,0.774183147,0.882566638,0.969862425,2.444862425,5.275730868,0.00001
TR,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
TS,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
UK,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
UP,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
WB,Wind Power,Wind for Power,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001,0.00001
AN,Commercial,LPG,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000124237,0.000267679,0.000262272,0.000241953,0.000392493,0.000466372,0.000497414,0.000536846,0.000529671,0.000568808,0.0006983
