INPUT_TABLE,,,
Variable ID,,,
SubregionalIncShares,,,
,,,
region,gcam.consumer,inc.year.fillout,subregional.income.share
AP,resid urban,2035,0.5832035
AR,resid urban,2035,0.497330766
AS,resid urban,2035,0.35273267
BR,resid urban,2035,0.234053284
CG,resid urban,2035,0.564422358
CH,resid urban,2035,0.990779645
DD,resid urban,2035,0.944460616
DL,resid urban,2035,0.992165413
DN,resid urban,2035,0.851877717
GA,resid urban,2035,0.860494877
GJ,resid urban,2035,0.688466088
HP,resid urban,2035,0.266268841
HR,resid urban,2035,0.708023631
JH,resid urban,2035,0.572786502
JK,resid urban,2035,0.5950006
KA,resid urban,2035,0.695788247
KL,resid urban,2035,0.704488678
LA,resid urban,2035,0.597044929
LD,resid urban,2035,0.866280433
MH,resid urban,2035,0.758412388
ML,resid urban,2035,0.424676279
MN,resid urban,2035,0.65378434
MP,resid urban,2035,0.647752078
MZ,resid urban,2035,0.709838815
NL,resid urban,2035,0.635899014
OD,resid urban,2035,0.466086644
PB,resid urban,2035,0.57964997
PC,resid urban,2035,0.91332343
RJ,resid urban,2035,0.48203077
SK,resid urban,2035,0.365173124
TN,resid urban,2035,0.685492241
TR,resid urban,2035,0.657174672
TS,resid urban,2035,0.674550544
UK,resid urban,2035,0.688597999
UP,resid urban,2035,0.46240451
WB,resid urban,2035,0.666227551
AN,resid urban,2040,0.666568247
AP,resid urban,2040,0.616919971
AR,resid urban,2040,0.518279784
AS,resid urban,2040,0.372778678
BR,resid urban,2040,0.239471721
CG,resid urban,2040,0.577224186
CH,resid urban,2040,0.990778339
DD,resid urban,2040,0.949729917
DL,resid urban,2040,0.993108679
DN,resid urban,2040,0.871051978
GA,resid urban,2040,0.886295616
GJ,resid urban,2040,0.709635671
HP,resid urban,2040,0.280806915
HR,resid urban,2040,0.725511579
JH,resid urban,2040,0.606168136
JK,resid urban,2040,0.611491162
KA,resid urban,2040,0.719359148
KL,resid urban,2040,0.761580058
LA,resid urban,2040,0.610384032
LD,resid urban,2040,0.873141873
MH,resid urban,2040,0.784456778
ML,resid urban,2040,0.428549945
MN,resid urban,2040,0.68836577
MP,resid urban,2040,0.655584012
MZ,resid urban,2040,0.742447148
NL,resid urban,2040,0.659923923
OD,resid urban,2040,0.488066661
PB,resid urban,2040,0.606165914
PC,resid urban,2040,0.922739048
RJ,resid urban,2040,0.500712643
SK,resid urban,2040,0.35616166
TN,resid urban,2040,0.710053063
TR,resid urban,2040,0.691314886
TS,resid urban,2040,0.691198793
UK,resid urban,2040,0.707919651
UP,resid urban,2040,0.47436479
WB,resid urban,2040,0.690045058
AN,resid urban,2045,0.673148371
AP,resid urban,2045,0.651816971
AR,resid urban,2045,0.53987403
AS,resid urban,2045,0.393730853
BR,resid urban,2045,0.244997855
CG,resid urban,2045,0.590458498
CH,resid urban,2045,0.990785923
DD,resid urban,2045,0.955384902
DL,resid urban,2045,0.994056216
DN,resid urban,2045,0.891087127
GA,resid urban,2045,0.912406206
GJ,resid urban,2045,0.731950255
HP,resid urban,2045,0.296015574
HR,resid urban,2045,0.743569784
JH,resid urban,2045,0.640741708
JK,resid urban,2045,0.628467037
KA,resid urban,2045,0.743403123
KL,resid urban,2045,0.823289923
LA,resid urban,2045,0.623941111
LD,resid urban,2045,0.880030928
MH,resid urban,2045,0.810874904
ML,resid urban,2045,0.432508565
MN,resid urban,2045,0.723941437
MP,resid urban,2045,0.663807129
MZ,resid urban,2045,0.77630413
NL,resid urban,2045,0.684663315
OD,resid urban,2045,0.510919477
PB,resid urban,2045,0.633613246
PC,resid urban,2045,0.932545931
RJ,resid urban,2045,0.519873595
SK,resid urban,2045,0.347314207
TN,resid urban,2045,0.735549403
TR,resid urban,2045,0.726632201
TS,resid urban,2045,0.708156081
UK,resid urban,2045,0.727944117
UP,resid urban,2045,0.48658901
WB,resid urban,2045,0.714528429
AN,resid urban,2050,0.679938879
AP,resid urban,2050,0.687843573
AR,resid urban,2050,0.562116675
AS,resid urban,2050,0.415580283
BR,resid urban,2050,0.250642612
CG,resid urban,2050,0.604149625
CH,resid urban,2050,0.990794784
DD,resid urban,2050,0.961457707
DL,resid urban,2050,0.995002989
DN,resid urban,2050,0.912070407
GA,resid urban,2050,0.938823529
GJ,resid urban,2050,0.755497064
HP,resid urban,2050,0.311932016
HR,resid urban,2050,0.762248555
JH,resid urban,2050,0.676485767
JK,resid urban,2050,0.645953038
KA,resid urban,2050,0.767894973
KL,resid urban,2050,0.889999939
LA,resid urban,2050,0.637718157
LD,resid urban,2050,0.886962393
MH,resid urban,2050,0.837646537
ML,resid urban,2050,0.436533735
MN,resid urban,2050,0.760456602
MP,resid urban,2050,0.672462532
MZ,resid urban,2050,0.811454111
NL,resid urban,2050,0.71014037
OD,resid urban,2050,0.534692891
PB,resid urban,2050,0.662008464
PC,resid urban,2050,0.942767712
RJ,resid urban,2050,0.539507063
SK,resid urban,2050,0.338637565
TN,resid urban,2050,0.762028834
TR,resid urban,2050,0.763138946
TS,resid urban,2050,0.725425247
UK,resid urban,2050,0.748728911
UP,resid urban,2050,0.499107617
WB,resid urban,2050,0.739705032
AN,resid urban,2055,0.676741939
AP,resid urban,2055,0.695163192
AR,resid urban,2055,0.56548125
AS,resid urban,2055,0.420606193
BR,resid urban,2055,0.252504916
CG,resid urban,2055,0.603730461
CH,resid urban,2055,0.991028945
DD,resid urban,2055,0.962846803
DL,resid urban,2055,0.995150926
DN,resid urban,2055,0.913727124
GA,resid urban,2055,0.941988374
GJ,resid urban,2055,0.759062826
HP,resid urban,2055,0.314254183
HR,resid urban,2055,0.763605184
JH,resid urban,2055,0.684657752
JK,resid urban,2055,0.648370164
KA,resid urban,2055,0.773962709
KL,resid urban,2055,0.897969971
LA,resid urban,2055,0.638676719
LD,resid urban,2055,0.888962692
MH,resid urban,2055,0.84469315
ML,resid urban,2055,0.434493394
MN,resid urban,2055,0.768995951
MP,resid urban,2055,0.669665209
MZ,resid urban,2055,0.819297108
NL,resid urban,2055,0.715565742
OD,resid urban,2055,0.536788893
PB,resid urban,2055,0.669476619
PC,resid urban,2055,0.944488531
RJ,resid urban,2055,0.545533063
SK,resid urban,2055,0.335786851
TN,resid urban,2055,0.768855543
TR,resid urban,2055,0.767703019
TS,resid urban,2055,0.730598934
UK,resid urban,2055,0.749890497
UP,resid urban,2055,0.501961239
WB,resid urban,2055,0.743026115
AN,resid urban,2060,0.673544666
AP,resid urban,2060,0.702533113
AR,resid urban,2060,0.568874575
AS,resid urban,2060,0.425691656
BR,resid urban,2060,0.254388005
CG,resid urban,2060,0.603386771
CH,resid urban,2060,0.99128295
DD,resid urban,2060,0.964384084
DL,resid urban,2060,0.995298958
DN,resid urban,2060,0.915556812
GA,resid urban,2060,0.945165222
GJ,resid urban,2060,0.762851472
HP,resid urban,2060,0.316582947
HR,resid urban,2060,0.765068534
JH,resid urban,2060,0.692940823
JK,resid urban,2060,0.650877266
KA,resid urban,2060,0.780094893
KL,resid urban,2060,0.906009989
LA,resid urban,2060,0.639650154
LD,resid urban,2060,0.890975835
MH,resid urban,2060,0.851778628
ML,resid urban,2060,0.432461368
MN,resid urban,2060,0.777648126
MP,resid urban,2060,0.666926221
MZ,resid urban,2060,0.827193512
NL,resid urban,2060,0.721126494
OD,resid urban,2060,0.538955982
PB,resid urban,2060,0.67701386
PC,resid urban,2060,0.946314248
RJ,resid urban,2060,0.551605037
SK,resid urban,2060,0.332949007
TN,resid urban,2060,0.775815502
TR,resid urban,2060,0.772417142
TS,resid urban,2060,0.735849553
UK,resid urban,2060,0.75117834
UP,resid urban,2060,0.504865128
WB,resid urban,2060,0.746434717
AN,resid urban,2065,0.670338748
AP,resid urban,2065,0.70994099
AR,resid urban,2065,0.572318608
AS,resid urban,2065,0.430828536
BR,resid urban,2065,0.256278027
CG,resid urban,2065,0.603099029
CH,resid urban,2065,0.991553239
DD,resid urban,2065,0.966074862
DL,resid urban,2065,0.99544713
DN,resid urban,2065,0.917569636
GA,resid urban,2065,0.948340474
GJ,resid urban,2065,0.766871028
HP,resid urban,2065,0.318949764
HR,resid urban,2065,0.766642376
JH,resid urban,2065,0.701347231
JK,resid urban,2065,0.653479595
KA,resid urban,2065,0.786291716
KL,resid urban,2065,0.914130182
LA,resid urban,2065,0.640631054
LD,resid urban,2065,0.892985716
MH,resid urban,2065,0.858916407
ML,resid urban,2065,0.430436369
MN,resid urban,2065,0.786420858
MP,resid urban,2065,0.664256874
MZ,resid urban,2065,0.835159973
NL,resid urban,2065,0.726839257
OD,resid urban,2065,0.541191403
PB,resid urban,2065,0.684608666
PC,resid urban,2065,0.948250441
RJ,resid urban,2065,0.557720394
SK,resid urban,2065,0.330123698
TN,resid urban,2065,0.782912603
TR,resid urban,2065,0.777291857
TS,resid urban,2065,0.741166873
UK,resid urban,2065,0.752596512
UP,resid urban,2065,0.507785176
WB,resid urban,2065,0.749949386
AN,resid urban,2070,0.667124464
AP,resid urban,2070,0.717386437
AR,resid urban,2070,0.575792196
AS,resid urban,2070,0.436037778
BR,resid urban,2070,0.258187444
CG,resid urban,2070,0.602896266
CH,resid urban,2070,0.991840463
DD,resid urban,2070,0.967929188
DL,resid urban,2070,0.995595428
DN,resid urban,2070,0.919776089
GA,resid urban,2070,0.951515052
GJ,resid urban,2070,0.771135331
HP,resid urban,2070,0.321322199
HR,resid urban,2070,0.768338713
JH,resid urban,2070,0.709886585
JK,resid urban,2070,0.656175921
KA,resid urban,2070,0.79256759
KL,resid urban,2070,0.922309982
LA,resid urban,2070,0.641618628
LD,resid urban,2070,0.895000872
MH,resid urban,2070,0.866091722
ML,resid urban,2070,0.428414941
MN,resid urban,2070,0.795299617
MP,resid urban,2070,0.661649574
MZ,resid urban,2070,0.843187292
NL,resid urban,2070,0.732701942
OD,resid urban,2070,0.543497318
PB,resid urban,2070,0.692275938
PC,resid urban,2070,0.950300864
RJ,resid urban,2070,0.563867411
SK,resid urban,2070,0.327312644
TN,resid urban,2070,0.790148862
TR,resid urban,2070,0.782338158
TS,resid urban,2070,0.746551046
UK,resid urban,2070,0.754164563
UP,resid urban,2070,0.510754338
WB,resid urban,2070,0.753555516
AN,resid urban,2075,0.663910045
AP,resid urban,2075,0.724884108
AR,resid urban,2075,0.57930383
AS,resid urban,2075,0.441305529
BR,resid urban,2075,0.260103053
CG,resid urban,2075,0.602761336
CH,resid urban,2075,0.992140833
DD,resid urban,2075,0.969962062
DL,resid urban,2075,0.99574382
DN,resid urban,2075,0.922193093
GA,resid urban,2075,0.9547008
GJ,resid urban,2075,0.775661188
HP,resid urban,2075,0.323731461
HR,resid urban,2075,0.770144379
JH,resid urban,2075,0.718544886
JK,resid urban,2075,0.658969158
KA,resid urban,2075,0.798913574
KL,resid urban,2075,0.930580047
LA,resid urban,2075,0.642622135
LD,resid urban,2075,0.89701238
MH,resid urban,2075,0.873309332
ML,resid urban,2075,0.426411936
MN,resid urban,2075,0.804307075
MP,resid urban,2075,0.659117517
MZ,resid urban,2075,0.851274735
NL,resid urban,2075,0.738723929
OD,resid urban,2075,0.54588418
PB,resid urban,2075,0.699997717
PC,resid urban,2075,0.952476091
RJ,resid urban,2075,0.570065604
SK,resid urban,2075,0.324516366
TN,resid urban,2075,0.797536397
TR,resid urban,2075,0.787561286
TS,resid urban,2075,0.752019852
UK,resid urban,2075,0.755879998
UP,resid urban,2075,0.513761653
WB,resid urban,2075,0.757263725
AN,resid urban,2080,0.660679689
AP,resid urban,2080,0.732412586
AR,resid urban,2080,0.582855717
AS,resid urban,2080,0.446633606
BR,resid urban,2080,0.26203967
CG,resid urban,2080,0.602706782
CH,resid urban,2080,0.992468524
DD,resid urban,2080,0.972185348
DL,resid urban,2080,0.995892357
DN,resid urban,2080,0.924827065
GA,resid urban,2080,0.957885344
GJ,resid urban,2080,0.780455724
HP,resid urban,2080,0.326162358
HR,resid urban,2080,0.772087116
JH,resid urban,2080,0.727338471
JK,resid urban,2080,0.661877414
KA,resid urban,2080,0.805331685
KL,resid urban,2080,0.93891006
LA,resid urban,2080,0.643620501
LD,resid urban,2080,0.89903687
MH,resid urban,2080,0.880578947
ML,resid urban,2080,0.42440064
MN,resid urban,2080,0.813435047
MP,resid urban,2080,0.65666269
MZ,resid urban,2080,0.85943006
NL,resid urban,2080,0.744919419
OD,resid urban,2080,0.548352551
PB,resid urban,2080,0.707782753
PC,resid urban,2080,0.954771319
RJ,resid urban,2080,0.576301401
SK,resid urban,2080,0.321747098
TN,resid urban,2080,0.805069177
TR,resid urban,2080,0.792956402
TS,resid urban,2080,0.7575552
UK,resid urban,2080,0.757748768
UP,resid urban,2080,0.516816953
WB,resid urban,2080,0.76108306
AN,resid urban,2085,0.657451236
AP,resid urban,2085,0.739981094
AR,resid urban,2085,0.586445062
AS,resid urban,2085,0.452036678
BR,resid urban,2085,0.263980497
CG,resid urban,2085,0.602743424
CH,resid urban,2085,0.99281072
DD,resid urban,2085,0.974606864
DL,resid urban,2085,0.996041017
DN,resid urban,2085,0.927696545
GA,resid urban,2085,0.961074341
GJ,resid urban,2085,0.785540975
HP,resid urban,2085,0.328611409
HR,resid urban,2085,0.774162021
JH,resid urban,2085,0.736271208
JK,resid urban,2085,0.66488494
KA,resid urban,2085,0.811826792
KL,resid urban,2085,0.947320057
LA,resid urban,2085,0.644637456
LD,resid urban,2085,0.901057801
MH,resid urban,2085,0.887888107
ML,resid urban,2085,0.422410555
MN,resid urban,2085,0.8226871
MP,resid urban,2085,0.654297556
MZ,resid urban,2085,0.867644022
NL,resid urban,2085,0.751279817
OD,resid urban,2085,0.550899868
PB,resid urban,2085,0.715637105
PC,resid urban,2085,0.95720228
RJ,resid urban,2085,0.582584977
SK,resid urban,2085,0.318990772
TN,resid urban,2085,0.812750581
TR,resid urban,2085,0.798551746
TS,resid urban,2085,0.763165344
UK,resid urban,2085,0.759776191
UP,resid urban,2085,0.51989988
WB,resid urban,2085,0.765015247
AN,resid urban,2090,0.654214726
AP,resid urban,2090,0.747594655
AR,resid urban,2090,0.590083411
AS,resid urban,2090,0.457496567
BR,resid urban,2090,0.265942775
CG,resid urban,2090,0.602849051
CH,resid urban,2090,0.993172637
DD,resid urban,2090,0.977244641
DL,resid urban,2090,0.996189786
DN,resid urban,2090,0.930816789
GA,resid urban,2090,0.964268207
GJ,resid urban,2090,0.79093919
HP,resid urban,2090,0.331081562
HR,resid urban,2090,0.776367724
JH,resid urban,2090,0.745336805
JK,resid urban,2090,0.668013169
KA,resid urban,2090,0.818399465
KL,resid urban,2090,0.955800029
LA,resid urban,2090,0.645661169
LD,resid urban,2090,0.903083709
MH,resid urban,2090,0.895240186
ML,resid urban,2090,0.420422355
MN,resid urban,2090,0.832068467
MP,resid urban,2090,0.652014989
MZ,resid urban,2090,0.875923538
NL,resid urban,2090,0.757827524
OD,resid urban,2090,0.553530014
PB,resid urban,2090,0.72354826
PC,resid urban,2090,0.959769528
RJ,resid urban,2090,0.588903563
SK,resid urban,2090,0.31624926
TN,resid urban,2090,0.820600755
TR,resid urban,2090,0.804345337
TS,resid urban,2090,0.768860236
UK,resid urban,2090,0.761984077
UP,resid urban,2090,0.523029345
WB,resid urban,2090,0.769056777
AN,resid urban,2095,0.650974073
AP,resid urban,2095,0.755240392
AR,resid urban,2095,0.59376013
AS,resid urban,2095,0.463019543
BR,resid urban,2095,0.267908775
CG,resid urban,2095,0.603058714
CH,resid urban,2095,0.993555024
DD,resid urban,2095,0.980113229
DL,resid urban,2095,0.996338688
DN,resid urban,2095,0.934197209
GA,resid urban,2095,0.967466324
GJ,resid urban,2095,0.796659527
HP,resid urban,2095,0.333585228
HR,resid urban,2095,0.778726125
JH,resid urban,2095,0.754545474
JK,resid urban,2095,0.671253911
KA,resid urban,2095,0.825049042
KL,resid urban,2095,0.964359984
LA,resid urban,2095,0.646688776
LD,resid urban,2095,0.90510609
MH,resid urban,2095,0.902641171
ML,resid urban,2095,0.41844357
MN,resid urban,2095,0.841585357
MP,resid urban,2095,0.649820299
MZ,resid urban,2095,0.88426904
NL,resid urban,2095,0.764562747
OD,resid urban,2095,0.556263163
PB,resid urban,2095,0.73152777
PC,resid urban,2095,0.962479556
RJ,resid urban,2095,0.595255204
SK,resid urban,2095,0.313522989
TN,resid urban,2095,0.828617691
TR,resid urban,2095,0.81034438
TS,resid urban,2095,0.774631914
UK,resid urban,2095,0.764371852
UP,resid urban,2095,0.526196051
WB,resid urban,2095,0.773217042
AN,resid urban,2100,0.647734956
AP,resid urban,2100,0.762927212
AR,resid urban,2100,0.597475841
AS,resid urban,2100,0.468607267
BR,resid urban,2100,0.269895366
CG,resid urban,2100,0.603353422
CH,resid urban,2100,0.993963787
DD,resid urban,2100,0.983223183
DL,resid urban,2100,0.996487706
DN,resid urban,2100,0.937865109
GA,resid urban,2100,0.97066883
GJ,resid urban,2100,0.802727754
HP,resid urban,2100,0.336106852
HR,resid urban,2100,0.781230831
JH,resid urban,2100,0.763905296
JK,resid urban,2100,0.674618904
KA,resid urban,2100,0.831775916
KL,resid urban,2100,0.972999973
LA,resid urban,2100,0.647734956
LD,resid urban,2100,0.907140758
MH,resid urban,2100,0.910081618
ML,resid urban,2100,0.416468901
MN,resid urban,2100,0.851234922
MP,resid urban,2100,0.647735326
MZ,resid urban,2100,0.892678475
NL,resid urban,2100,0.771498771
OD,resid urban,2100,0.559076971
PB,resid urban,2100,0.739569346
PC,resid urban,2100,0.965338949
RJ,resid urban,2100,0.601659284
SK,resid urban,2100,0.310810811
TN,resid urban,2100,0.836802776
TR,resid urban,2100,0.816568047
TS,resid urban,2100,0.780487805
UK,resid urban,2100,0.766954487
UP,resid urban,2100,0.529411399
WB,resid urban,2100,0.777505876
