INPUT_TABLE,,,
Variable ID,,,
SubregionalIncShares,,,
,,,
region,gcam.consumer,inc.year.fillout,subregional.income.share
NL,resid rural,2030,0.387419955
OD,resid rural,2030,0.55505564
PB,resid rural,2030,0.445938059
PC,resid rural,2030,0.095723083
RJ,resid rural,2030,0.536162713
SK,resid rural,2030,0.625660182
TN,resid rural,2030,0.338182725
TR,resid rural,2030,0.375802738
TS,resid rural,2030,0.341794006
UK,resid rural,2030,0.330061855
UP,resid rural,2030,0.549295209
WB,resid rural,2030,0.356940417
AN,resid rural,2035,0.339794266
AP,resid rural,2035,0.4167965
AR,resid rural,2035,0.502669234
AS,resid rural,2035,0.64726733
BR,resid rural,2035,0.765946716
CG,resid rural,2035,0.435577642
CH,resid rural,2035,0.009220355
DD,resid rural,2035,0.055539384
DL,resid rural,2035,0.007834587
DN,resid rural,2035,0.148122283
GA,resid rural,2035,0.139505123
GJ,resid rural,2035,0.311533912
HP,resid rural,2035,0.733731159
HR,resid rural,2035,0.291976369
JH,resid rural,2035,0.427213498
JK,resid rural,2035,0.4049994
KA,resid rural,2035,0.304211753
KL,resid rural,2035,0.295511322
LA,resid rural,2035,0.402955071
LD,resid rural,2035,0.133719567
MH,resid rural,2035,0.241587612
ML,resid rural,2035,0.575323721
MN,resid rural,2035,0.34621566
MP,resid rural,2035,0.352247922
MZ,resid rural,2035,0.290161185
NL,resid rural,2035,0.364100986
OD,resid rural,2035,0.533913356
PB,resid rural,2035,0.42035003
PC,resid rural,2035,0.08667657
RJ,resid rural,2035,0.51796923
SK,resid rural,2035,0.634826876
TN,resid rural,2035,0.314507759
TR,resid rural,2035,0.342825328
TS,resid rural,2035,0.325449456
UK,resid rural,2035,0.311402001
UP,resid rural,2035,0.53759549
WB,resid rural,2035,0.333772449
AN,resid rural,2040,0.333431753
AP,resid rural,2040,0.383080029
AR,resid rural,2040,0.481720216
AS,resid rural,2040,0.627221322
BR,resid rural,2040,0.760528279
CG,resid rural,2040,0.422775814
CH,resid rural,2040,0.009221661
DD,resid rural,2040,0.050270083
DL,resid rural,2040,0.006891321
DN,resid rural,2040,0.128948022
GA,resid rural,2040,0.113704384
GJ,resid rural,2040,0.290364329
HP,resid rural,2040,0.719193085
HR,resid rural,2040,0.274488421
JH,resid rural,2040,0.393831864
JK,resid rural,2040,0.388508838
KA,resid rural,2040,0.280640852
KL,resid rural,2040,0.238419942
LA,resid rural,2040,0.389615968
LD,resid rural,2040,0.126858127
MH,resid rural,2040,0.215543222
ML,resid rural,2040,0.571450055
MN,resid rural,2040,0.31163423
MP,resid rural,2040,0.344415988
MZ,resid rural,2040,0.257552852
NL,resid rural,2040,0.340076077
OD,resid rural,2040,0.511933339
PB,resid rural,2040,0.393834086
PC,resid rural,2040,0.077260952
RJ,resid rural,2040,0.499287357
SK,resid rural,2040,0.64383834
TN,resid rural,2040,0.289946937
TR,resid rural,2040,0.308685114
TS,resid rural,2040,0.308801207
UK,resid rural,2040,0.292080349
UP,resid rural,2040,0.52563521
WB,resid rural,2040,0.309954942
AN,resid rural,2045,0.326851629
AP,resid rural,2045,0.348183029
AR,resid rural,2045,0.46012597
AS,resid rural,2045,0.606269147
BR,resid rural,2045,0.755002145
CG,resid rural,2045,0.409541502
CH,resid rural,2045,0.009214077
DD,resid rural,2045,0.044615098
DL,resid rural,2045,0.005943784
DN,resid rural,2045,0.108912873
GA,resid rural,2045,0.087593794
GJ,resid rural,2045,0.268049745
HP,resid rural,2045,0.703984426
HR,resid rural,2045,0.256430216
JH,resid rural,2045,0.359258292
JK,resid rural,2045,0.371532963
KA,resid rural,2045,0.256596877
KL,resid rural,2045,0.176710077
LA,resid rural,2045,0.376058889
LD,resid rural,2045,0.119969072
MH,resid rural,2045,0.189125096
ML,resid rural,2045,0.567491435
MN,resid rural,2045,0.276058563
MP,resid rural,2045,0.336192871
MZ,resid rural,2045,0.22369587
NL,resid rural,2045,0.315336685
OD,resid rural,2045,0.489080523
PB,resid rural,2045,0.366386754
PC,resid rural,2045,0.067454069
RJ,resid rural,2045,0.480126405
SK,resid rural,2045,0.652685793
TN,resid rural,2045,0.264450597
TR,resid rural,2045,0.273367799
TS,resid rural,2045,0.291843919
UK,resid rural,2045,0.272055883
UP,resid rural,2045,0.51341099
WB,resid rural,2045,0.285471571
AN,resid rural,2050,0.320061121
AP,resid rural,2050,0.312156427
AR,resid rural,2050,0.437883325
AS,resid rural,2050,0.584419717
BR,resid rural,2050,0.749357388
CG,resid rural,2050,0.395850375
CH,resid rural,2050,0.009205216
DD,resid rural,2050,0.038542293
DL,resid rural,2050,0.004997011
DN,resid rural,2050,0.087929593
GA,resid rural,2050,0.061176471
GJ,resid rural,2050,0.244502936
HP,resid rural,2050,0.688067984
HR,resid rural,2050,0.237751445
JH,resid rural,2050,0.323514233
JK,resid rural,2050,0.354046962
KA,resid rural,2050,0.232105027
KL,resid rural,2050,0.110000061
LA,resid rural,2050,0.362281843
LD,resid rural,2050,0.113037607
MH,resid rural,2050,0.162353463
ML,resid rural,2050,0.563466265
MN,resid rural,2050,0.239543398
MP,resid rural,2050,0.327537468
MZ,resid rural,2050,0.188545889
NL,resid rural,2050,0.28985963
OD,resid rural,2050,0.465307109
PB,resid rural,2050,0.337991536
PC,resid rural,2050,0.057232288
RJ,resid rural,2050,0.460492937
SK,resid rural,2050,0.661362435
TN,resid rural,2050,0.237971166
TR,resid rural,2050,0.236861054
TS,resid rural,2050,0.274574753
UK,resid rural,2050,0.251271089
UP,resid rural,2050,0.500892383
WB,resid rural,2050,0.260294968
AN,resid rural,2055,0.323258061
AP,resid rural,2055,0.304836808
AR,resid rural,2055,0.43451875
AS,resid rural,2055,0.579393807
BR,resid rural,2055,0.747495084
CG,resid rural,2055,0.396269539
CH,resid rural,2055,0.008971055
DD,resid rural,2055,0.037153197
DL,resid rural,2055,0.004849074
DN,resid rural,2055,0.086272876
GA,resid rural,2055,0.058011626
GJ,resid rural,2055,0.240937174
HP,resid rural,2055,0.685745817
HR,resid rural,2055,0.236394816
JH,resid rural,2055,0.315342248
JK,resid rural,2055,0.351629836
KA,resid rural,2055,0.226037291
KL,resid rural,2055,0.102030029
LA,resid rural,2055,0.361323281
LD,resid rural,2055,0.111037308
MH,resid rural,2055,0.15530685
ML,resid rural,2055,0.565506606
MN,resid rural,2055,0.231004049
MP,resid rural,2055,0.330334791
MZ,resid rural,2055,0.180702892
NL,resid rural,2055,0.284434258
OD,resid rural,2055,0.463211107
PB,resid rural,2055,0.330523381
PC,resid rural,2055,0.055511469
RJ,resid rural,2055,0.454466937
SK,resid rural,2055,0.664213149
TN,resid rural,2055,0.231144457
TR,resid rural,2055,0.232296981
TS,resid rural,2055,0.269401066
UK,resid rural,2055,0.250109503
UP,resid rural,2055,0.498038761
WB,resid rural,2055,0.256973885
AN,resid rural,2060,0.326455334
AP,resid rural,2060,0.297466887
AR,resid rural,2060,0.431125425
AS,resid rural,2060,0.574308344
BR,resid rural,2060,0.745611995
CG,resid rural,2060,0.396613229
CH,resid rural,2060,0.00871705
DD,resid rural,2060,0.035615916
DL,resid rural,2060,0.004701042
DN,resid rural,2060,0.084443188
GA,resid rural,2060,0.054834778
GJ,resid rural,2060,0.237148528
HP,resid rural,2060,0.683417053
HR,resid rural,2060,0.234931466
JH,resid rural,2060,0.307059177
JK,resid rural,2060,0.349122734
KA,resid rural,2060,0.219905107
KL,resid rural,2060,0.093990011
LA,resid rural,2060,0.360349846
LD,resid rural,2060,0.109024165
MH,resid rural,2060,0.148221372
ML,resid rural,2060,0.567538632
MN,resid rural,2060,0.222351874
MP,resid rural,2060,0.333073779
MZ,resid rural,2060,0.172806488
NL,resid rural,2060,0.278873506
OD,resid rural,2060,0.461044018
PB,resid rural,2060,0.32298614
PC,resid rural,2060,0.053685752
RJ,resid rural,2060,0.448394963
SK,resid rural,2060,0.667050993
TN,resid rural,2060,0.224184498
TR,resid rural,2060,0.227582858
TS,resid rural,2060,0.264150447
UK,resid rural,2060,0.24882166
UP,resid rural,2060,0.495134872
WB,resid rural,2060,0.253565283
AN,resid rural,2065,0.329661252
AP,resid rural,2065,0.29005901
AR,resid rural,2065,0.427681392
AS,resid rural,2065,0.569171464
BR,resid rural,2065,0.743721973
CG,resid rural,2065,0.396900971
CH,resid rural,2065,0.008446761
DD,resid rural,2065,0.033925138
DL,resid rural,2065,0.00455287
DN,resid rural,2065,0.082430364
GA,resid rural,2065,0.051659526
GJ,resid rural,2065,0.233128972
HP,resid rural,2065,0.681050236
HR,resid rural,2065,0.233357624
JH,resid rural,2065,0.298652769
JK,resid rural,2065,0.346520405
KA,resid rural,2065,0.213708284
KL,resid rural,2065,0.085869818
LA,resid rural,2065,0.359368946
LD,resid rural,2065,0.107014284
MH,resid rural,2065,0.141083593
ML,resid rural,2065,0.569563631
MN,resid rural,2065,0.213579142
MP,resid rural,2065,0.335743126
MZ,resid rural,2065,0.164840027
NL,resid rural,2065,0.273160743
OD,resid rural,2065,0.458808597
PB,resid rural,2065,0.315391334
PC,resid rural,2065,0.051749559
RJ,resid rural,2065,0.442279606
SK,resid rural,2065,0.669876302
TN,resid rural,2065,0.217087397
TR,resid rural,2065,0.222708143
TS,resid rural,2065,0.258833127
UK,resid rural,2065,0.247403488
UP,resid rural,2065,0.492214824
WB,resid rural,2065,0.250050614
AN,resid rural,2070,0.332875536
AP,resid rural,2070,0.282613563
AR,resid rural,2070,0.424207804
AS,resid rural,2070,0.563962222
BR,resid rural,2070,0.741812556
CG,resid rural,2070,0.397103734
CH,resid rural,2070,0.008159537
DD,resid rural,2070,0.032070812
DL,resid rural,2070,0.004404572
DN,resid rural,2070,0.080223911
GA,resid rural,2070,0.048484948
GJ,resid rural,2070,0.228864669
HP,resid rural,2070,0.678677801
HR,resid rural,2070,0.231661287
JH,resid rural,2070,0.290113415
JK,resid rural,2070,0.343824079
KA,resid rural,2070,0.20743241
KL,resid rural,2070,0.077690018
LA,resid rural,2070,0.358381372
LD,resid rural,2070,0.104999128
MH,resid rural,2070,0.133908278
ML,resid rural,2070,0.571585059
MN,resid rural,2070,0.204700383
MP,resid rural,2070,0.338350426
MZ,resid rural,2070,0.156812708
NL,resid rural,2070,0.267298058
OD,resid rural,2070,0.456502682
PB,resid rural,2070,0.307724062
PC,resid rural,2070,0.049699136
RJ,resid rural,2070,0.436132589
SK,resid rural,2070,0.672687356
TN,resid rural,2070,0.209851138
TR,resid rural,2070,0.217661842
TS,resid rural,2070,0.253448954
UK,resid rural,2070,0.245835437
UP,resid rural,2070,0.489245662
WB,resid rural,2070,0.246444484
AN,resid rural,2075,0.336089955
AP,resid rural,2075,0.275115892
AR,resid rural,2075,0.42069617
AS,resid rural,2075,0.558694471
BR,resid rural,2075,0.739896947
CG,resid rural,2075,0.397238664
CH,resid rural,2075,0.007859167
DD,resid rural,2075,0.030037938
DL,resid rural,2075,0.00425618
DN,resid rural,2075,0.077806907
GA,resid rural,2075,0.0452992
GJ,resid rural,2075,0.224338812
HP,resid rural,2075,0.676268539
HR,resid rural,2075,0.229855621
JH,resid rural,2075,0.281455114
JK,resid rural,2075,0.341030842
KA,resid rural,2075,0.201086426
KL,resid rural,2075,0.069419953
LA,resid rural,2075,0.357377865
LD,resid rural,2075,0.10298762
MH,resid rural,2075,0.126690668
ML,resid rural,2075,0.573588064
MN,resid rural,2075,0.195692925
MP,resid rural,2075,0.340882483
MZ,resid rural,2075,0.148725265
NL,resid rural,2075,0.261276071
OD,resid rural,2075,0.45411582
PB,resid rural,2075,0.300002283
PC,resid rural,2075,0.047523909
RJ,resid rural,2075,0.429934396
SK,resid rural,2075,0.675483634
TN,resid rural,2075,0.202463603
TR,resid rural,2075,0.212438714
TS,resid rural,2075,0.247980148
UK,resid rural,2075,0.244120002
UP,resid rural,2075,0.486238347
WB,resid rural,2075,0.242736275
AN,resid rural,2080,0.339320311
AP,resid rural,2080,0.267587414
AR,resid rural,2080,0.417144283
AS,resid rural,2080,0.553366394
BR,resid rural,2080,0.73796033
CG,resid rural,2080,0.397293218
CH,resid rural,2080,0.007531476
DD,resid rural,2080,0.027814652
DL,resid rural,2080,0.004107643
DN,resid rural,2080,0.075172935
GA,resid rural,2080,0.042114656
GJ,resid rural,2080,0.219544276
HP,resid rural,2080,0.673837642
HR,resid rural,2080,0.227912884
JH,resid rural,2080,0.272661529
JK,resid rural,2080,0.338122586
KA,resid rural,2080,0.194668315
KL,resid rural,2080,0.06108994
LA,resid rural,2080,0.356379499
LD,resid rural,2080,0.10096313
MH,resid rural,2080,0.119421053
ML,resid rural,2080,0.57559936
MN,resid rural,2080,0.186564953
MP,resid rural,2080,0.34333731
MZ,resid rural,2080,0.14056994
NL,resid rural,2080,0.255080581
OD,resid rural,2080,0.451647449
PB,resid rural,2080,0.292217247
PC,resid rural,2080,0.045228681
RJ,resid rural,2080,0.423698599
SK,resid rural,2080,0.678252902
TN,resid rural,2080,0.194930823
TR,resid rural,2080,0.207043598
TS,resid rural,2080,0.2424448
UK,resid rural,2080,0.242251232
UP,resid rural,2080,0.483183047
WB,resid rural,2080,0.23891694
AN,resid rural,2085,0.342548764
AP,resid rural,2085,0.260018906
AR,resid rural,2085,0.413554938
AS,resid rural,2085,0.547963322
BR,resid rural,2085,0.736019503
CG,resid rural,2085,0.397256576
CH,resid rural,2085,0.00718928
DD,resid rural,2085,0.025393136
DL,resid rural,2085,0.003958983
DN,resid rural,2085,0.072303455
GA,resid rural,2085,0.038925659
GJ,resid rural,2085,0.214459025
HP,resid rural,2085,0.671388591
HR,resid rural,2085,0.225837979
JH,resid rural,2085,0.263728792
JK,resid rural,2085,0.33511506
KA,resid rural,2085,0.188173208
KL,resid rural,2085,0.052679943
LA,resid rural,2085,0.355362544
LD,resid rural,2085,0.098942199
MH,resid rural,2085,0.112111893
ML,resid rural,2085,0.577589445
MN,resid rural,2085,0.1773129
MP,resid rural,2085,0.345702444
MZ,resid rural,2085,0.132355978
NL,resid rural,2085,0.248720183
OD,resid rural,2085,0.449100132
PB,resid rural,2085,0.284362895
PC,resid rural,2085,0.04279772
RJ,resid rural,2085,0.417415023
SK,resid rural,2085,0.681009228
TN,resid rural,2085,0.187249419
TR,resid rural,2085,0.201448254
TS,resid rural,2085,0.236834656
UK,resid rural,2085,0.240223809
UP,resid rural,2085,0.48010012
WB,resid rural,2085,0.234984753
AN,resid rural,2090,0.345785274
AP,resid rural,2090,0.252405345
AR,resid rural,2090,0.409916589
AS,resid rural,2090,0.542503433
BR,resid rural,2090,0.734057225
CG,resid rural,2090,0.397150949
CH,resid rural,2090,0.006827363
DD,resid rural,2090,0.022755359
DL,resid rural,2090,0.003810214
DN,resid rural,2090,0.069183211
GA,resid rural,2090,0.035731793
GJ,resid rural,2090,0.20906081
HP,resid rural,2090,0.668918438
HR,resid rural,2090,0.223632276
JH,resid rural,2090,0.254663195
JK,resid rural,2090,0.331986831
KA,resid rural,2090,0.181600535
KL,resid rural,2090,0.044199971
LA,resid rural,2090,0.354338831
LD,resid rural,2090,0.096916291
MH,resid rural,2090,0.104759814
ML,resid rural,2090,0.579577645
MN,resid rural,2090,0.167931533
MP,resid rural,2090,0.347985011
MZ,resid rural,2090,0.124076462
NL,resid rural,2090,0.242172476
OD,resid rural,2090,0.446469986
PB,resid rural,2090,0.27645174
PC,resid rural,2090,0.040230472
RJ,resid rural,2090,0.411096437
SK,resid rural,2090,0.68375074
TN,resid rural,2090,0.179399245
TR,resid rural,2090,0.195654663
TS,resid rural,2090,0.231139764
UK,resid rural,2090,0.238015923
UP,resid rural,2090,0.476970655
WB,resid rural,2090,0.230943223
AN,resid rural,2095,0.349025927
AP,resid rural,2095,0.244759608
AR,resid rural,2095,0.40623987
AS,resid rural,2095,0.536980457
BR,resid rural,2095,0.732091225
CG,resid rural,2095,0.396941286
CH,resid rural,2095,0.006444976
DD,resid rural,2095,0.019886771
DL,resid rural,2095,0.003661312
DN,resid rural,2095,0.065802791
GA,resid rural,2095,0.032533676
GJ,resid rural,2095,0.203340473
HP,resid rural,2095,0.666414772
HR,resid rural,2095,0.221273875
JH,resid rural,2095,0.245454526
JK,resid rural,2095,0.328746089
KA,resid rural,2095,0.174950958
KL,resid rural,2095,0.035640016
LA,resid rural,2095,0.353311224
LD,resid rural,2095,0.09489391
MH,resid rural,2095,0.097358829
ML,resid rural,2095,0.58155643
MN,resid rural,2095,0.158414643
MP,resid rural,2095,0.350179701
MZ,resid rural,2095,0.11573096
NL,resid rural,2095,0.235437253
OD,resid rural,2095,0.443736837
PB,resid rural,2095,0.26847223
PC,resid rural,2095,0.037520444
RJ,resid rural,2095,0.404744796
SK,resid rural,2095,0.686477011
TN,resid rural,2095,0.171382309
TR,resid rural,2095,0.18965562
TS,resid rural,2095,0.225368086
UK,resid rural,2095,0.235628148
UP,resid rural,2095,0.473803949
WB,resid rural,2095,0.226782958
AN,resid rural,2100,0.352265044
AP,resid rural,2100,0.237072788
AR,resid rural,2100,0.402524159
AS,resid rural,2100,0.531392733
BR,resid rural,2100,0.730104634
CG,resid rural,2100,0.396646578
CH,resid rural,2100,0.006036213
DD,resid rural,2100,0.016776817
DL,resid rural,2100,0.003512294
DN,resid rural,2100,0.062134891
GA,resid rural,2100,0.02933117
GJ,resid rural,2100,0.197272246
HP,resid rural,2100,0.663893148
HR,resid rural,2100,0.218769169
JH,resid rural,2100,0.236094704
JK,resid rural,2100,0.325381096
KA,resid rural,2100,0.168224084
KL,resid rural,2100,0.027000027
LA,resid rural,2100,0.352265044
LD,resid rural,2100,0.092859242
MH,resid rural,2100,0.089918382
ML,resid rural,2100,0.583531099
MN,resid rural,2100,0.148765078
MP,resid rural,2100,0.352264674
MZ,resid rural,2100,0.107321525
NL,resid rural,2100,0.228501229
OD,resid rural,2100,0.440923029
PB,resid rural,2100,0.260430654
PC,resid rural,2100,0.034661051
RJ,resid rural,2100,0.398340716
SK,resid rural,2100,0.689189189
TN,resid rural,2100,0.163197224
TR,resid rural,2100,0.183431953
TS,resid rural,2100,0.219512195
UK,resid rural,2100,0.233045513
UP,resid rural,2100,0.470588601
WB,resid rural,2100,0.222494124
AN,resid urban,1975,0.57
AP,resid urban,1975,0.64246
AR,resid urban,1975,0.6852
AS,resid urban,1975,0.67648
BR,resid urban,1975,0.66366
CG,resid urban,1975,0.76
CH,resid urban,1975,0.81
DD,resid urban,1975,0.74
DL,resid urban,1975,0.57
DN,resid urban,1975,0.73
GA,resid urban,1975,0.57
GJ,resid urban,1975,0.62
HP,resid urban,1975,0.66
HR,resid urban,1975,0.67
JH,resid urban,1975,0.64
JK,resid urban,1975,0.7
KA,resid urban,1975,0.48
KL,resid urban,1975,0.65
LA,resid urban,1975,0.75
LD,resid urban,1975,0.73
MH,resid urban,1975,0.56
ML,resid urban,1975,0.62
MN,resid urban,1975,0.71
MP,resid urban,1975,0.67
MZ,resid urban,1975,0.74
NL,resid urban,1975,0.74
OD,resid urban,1975,0.51
PB,resid urban,1975,0.64
PC,resid urban,1975,0.57
RJ,resid urban,1975,0.56
SK,resid urban,1975,0.57
TN,resid urban,1975,0.64246
TR,resid urban,1975,0.67
TS,resid urban,1975,0.57
UK,resid urban,1975,0.7
UP,resid urban,1975,0.65
WB,resid urban,1975,0.77
AN,resid urban,1990,0.57
AP,resid urban,1990,0.64246
AR,resid urban,1990,0.6852
AS,resid urban,1990,0.67648
BR,resid urban,1990,0.66366
CG,resid urban,1990,0.76
CH,resid urban,1990,0.81
DD,resid urban,1990,0.74
DL,resid urban,1990,0.57
DN,resid urban,1990,0.73
GA,resid urban,1990,0.57
GJ,resid urban,1990,0.62
HP,resid urban,1990,0.66
HR,resid urban,1990,0.67
JH,resid urban,1990,0.64
JK,resid urban,1990,0.7
KA,resid urban,1990,0.48
KL,resid urban,1990,0.65
LA,resid urban,1990,0.75
LD,resid urban,1990,0.73
MH,resid urban,1990,0.56
ML,resid urban,1990,0.62
MN,resid urban,1990,0.71
MP,resid urban,1990,0.67
MZ,resid urban,1990,0.74
NL,resid urban,1990,0.74
OD,resid urban,1990,0.51
PB,resid urban,1990,0.64
PC,resid urban,1990,0.57
RJ,resid urban,1990,0.56
SK,resid urban,1990,0.57
TN,resid urban,1990,0.64246
TR,resid urban,1990,0.67
TS,resid urban,1990,0.57
UK,resid urban,1990,0.7
UP,resid urban,1990,0.65
WB,resid urban,1990,0.77
AN,resid urban,2005,0.57
AP,resid urban,2005,0.64246
AR,resid urban,2005,0.6852
AS,resid urban,2005,0.67648
BR,resid urban,2005,0.66366
CG,resid urban,2005,0.76
CH,resid urban,2005,0.81
DD,resid urban,2005,0.74
DL,resid urban,2005,0.57
DN,resid urban,2005,0.73
GA,resid urban,2005,0.57
GJ,resid urban,2005,0.62
HP,resid urban,2005,0.66
HR,resid urban,2005,0.67
JH,resid urban,2005,0.64
JK,resid urban,2005,0.7
KA,resid urban,2005,0.48
KL,resid urban,2005,0.65
LA,resid urban,2005,0.75
LD,resid urban,2005,0.73
MH,resid urban,2005,0.56
ML,resid urban,2005,0.62
MN,resid urban,2005,0.71
MP,resid urban,2005,0.67
MZ,resid urban,2005,0.74
NL,resid urban,2005,0.74
OD,resid urban,2005,0.51
PB,resid urban,2005,0.64
PC,resid urban,2005,0.57
RJ,resid urban,2005,0.56
SK,resid urban,2005,0.57
TN,resid urban,2005,0.64246
TR,resid urban,2005,0.67
TS,resid urban,2005,0.57
UK,resid urban,2005,0.7
UP,resid urban,2005,0.65
WB,resid urban,2005,0.77
AN,resid urban,2010,0.63111758
AP,resid urban,2010,0.433232393
AR,resid urban,2010,0.40201447
AS,resid urban,2010,0.265315092
BR,resid urban,2010,0.208549789
CG,resid urban,2010,0.506042693
CH,resid urban,2010,0.990849057
DD,resid urban,2010,0.923133238
DL,resid urban,2010,0.987452829
DN,resid urban,2010,0.76663249
GA,resid urban,2010,0.73702016
GJ,resid urban,2010,0.59659328
HP,resid urban,2010,0.20307908
HR,resid urban,2010,0.628123508
JH,resid urban,2010,0.424462787
JK,resid urban,2010,0.51913355
KA,resid urban,2010,0.585076224
KL,resid urban,2010,0.477190977
LA,resid urban,2010,0.533560627
LD,resid urban,2010,0.832550297
MH,resid urban,2010,0.634598357
ML,resid urban,2010,0.406257375
MN,resid urban,2010,0.496856594
MP,resid urban,2010,0.613572857
MZ,resid urban,2010,0.564650534
NL,resid urban,2010,0.525939977
OD,resid urban,2010,0.368283756
PB,resid urban,2010,0.460705216
PC,resid urban,2010,0.871387359
RJ,resid urban,2010,0.395935293
SK,resid urban,2010,0.412630201
TN,resid urban,2010,0.575263716
TR,resid urban,2010,0.503659429
TS,resid urban,2010,0.595767814
UK,resid urban,2010,0.601002375
UP,resid urban,2010,0.406501423
WB,resid urban,2010,0.556610711
AN,resid urban,2015,0.636599007
AP,resid urban,2015,0.460707773
AR,resid urban,2015,0.419827921
AS,resid urban,2015,0.281167217
BR,resid urban,2015,0.21343998
CG,resid urban,2015,0.517043837
CH,resid urban,2015,0.990826257
DD,resid urban,2015,0.926803611
DL,resid urban,2015,0.98839484
DN,resid urban,2015,0.782454715
GA,resid urban,2015,0.760921923
GJ,resid urban,2015,0.613350969
HP,resid urban,2015,0.21452654
HR,resid urban,2015,0.643199463
JH,resid urban,2015,0.451625313
JK,resid urban,2015,0.533492161
KA,resid urban,2015,0.606244548
KL,resid urban,2015,0.515851157
LA,resid urban,2015,0.545830747
LD,resid urban,2015,0.839222053
MH,resid urban,2015,0.658437375
ML,resid urban,2015,0.409819016
MN,resid urban,2015,0.526020034
MP,resid urban,2015,0.619824406
MZ,resid urban,2015,0.591402951
NL,resid urban,2015,0.546635087
OD,resid urban,2015,0.386325216
PB,resid urban,2015,0.482726371
PC,resid urban,2015,0.879152158
RJ,resid urban,2015,0.412183995
SK,resid urban,2015,0.402821054
TN,resid urban,2015,0.595751317
TR,resid urban,2015,0.532104028
TS,resid urban,2015,0.610940862
UK,resid urban,2015,0.617447933
UP,resid urban,2015,0.417175784
WB,resid urban,2015,0.57731346
AN,resid urban,2020,0.642231428
AP,resid urban,2020,0.489435626
AR,resid urban,2020,0.438275497
AS,resid urban,2020,0.297812443
BR,resid urban,2020,0.21843449
CG,resid urban,2020,0.528358118
CH,resid urban,2020,0.990807376
DD,resid urban,2020,0.930747834
DL,resid urban,2020,0.989336103
DN,resid urban,2020,0.79883817
GA,resid urban,2020,0.785234679
GJ,resid urban,2020,0.630842034
HP,resid urban,2020,0.226552277
HR,resid urban,2020,0.658697041
JH,resid urban,2020,0.480049857
JK,resid urban,2020,0.548247677
KA,resid urban,2020,0.627902413
KL,resid urban,2020,0.557649532
LA,resid urban,2020,0.55831007
LD,resid urban,2020,0.845933612
MH,resid urban,2020,0.68275075
ML,resid urban,2020,0.413438094
MN,resid urban,2020,0.556317929
MP,resid urban,2020,0.626346392
MZ,resid urban,2020,0.619273883
NL,resid urban,2020,0.567959855
OD,resid urban,2020,0.405080177
PB,resid urban,2020,0.505617089
PC,resid urban,2020,0.887210381
RJ,resid urban,2020,0.428910798
SK,resid urban,2020,0.393164977
TN,resid urban,2020,0.616977454
TR,resid urban,2020,0.561670005
TS,resid urban,2020,0.626398433
UK,resid urban,2020,0.634400454
UP,resid urban,2020,0.428103354
WB,resid urban,2020,0.598616969
AN,resid urban,2025,0.64804301
AP,resid urban,2025,0.51943409
AR,resid urban,2025,0.457333029
AS,resid urban,2025,0.315272341
BR,resid urban,2025,0.223532611
CG,resid urban,2025,0.540014668
CH,resid urban,2025,0.990792533
DD,resid urban,2025,0.934996644
DL,resid urban,2025,0.990276597
DN,resid urban,2025,0.815836973
GA,resid urban,2025,0.809952863
GJ,resid urban,2025,0.649146737
HP,resid urban,2025,0.239166317
HR,resid urban,2025,0.674652148
JH,resid urban,2025,0.50971672
JK,resid urban,2025,0.563403417
KA,resid urban,2025,0.650049819
KL,resid urban,2025,0.602840259
LA,resid urban,2025,0.571008564
LD,resid urban,2025,0.852683349
MH,resid urban,2025,0.707535128
ML,resid urban,2025,0.417111045
MN,resid urban,2025,0.587723707
MP,resid urban,2025,0.633156703
MZ,resid urban,2025,0.648279119
NL,resid urban,2025,0.589940072
OD,resid urban,2025,0.424621911
PB,resid urban,2025,0.529389645
PC,resid urban,2025,0.895579074
RJ,resid urban,2025,0.446124143
SK,resid urban,2025,0.383667652
TN,resid urban,2025,0.638988542
TR,resid urban,2025,0.592359292
TS,resid urban,2025,0.642152408
UK,resid urban,2025,0.651876311
UP,resid urban,2025,0.439281698
WB,resid urban,2025,0.620526454
AN,resid urban,2030,0.654027505
AP,resid urban,2030,0.550695297
AR,resid urban,2030,0.47700791
AS,resid urban,2030,0.333576789
BR,resid urban,2030,0.228728445
CG,resid urban,2030,0.552024263
CH,resid urban,2030,0.990785668
DD,resid urban,2030,0.939558839
DL,resid urban,2030,0.99122138
DN,resid urban,2030,0.833491656
GA,resid urban,2030,0.83503996
GJ,resid urban,2030,0.668336102
HP,resid urban,2030,0.252392613
HR,resid urban,2030,0.691085935
JH,resid urban,2030,0.540637203
JK,resid urban,2030,0.578980978
KA,resid urban,2030,0.672679254
KL,resid urban,2030,0.651688689
LA,resid urban,2030,0.583914543
LD,resid urban,2030,0.859463108
MH,resid urban,2030,0.732756326
ML,resid urban,2030,0.42086253
MN,resid urban,2030,0.620223615
MP,resid urban,2030,0.640281741
MZ,resid urban,2030,0.678455851
NL,resid urban,2030,0.612580045
OD,resid urban,2030,0.44494436
PB,resid urban,2030,0.554061941
PC,resid urban,2030,0.904276917
RJ,resid urban,2030,0.463837287
SK,resid urban,2030,0.374339818
TN,resid urban,2030,0.661817275
TR,resid urban,2030,0.624197262
TS,resid urban,2030,0.658205994
UK,resid urban,2030,0.669938145
UP,resid urban,2030,0.450704791
WB,resid urban,2030,0.643059583
AN,resid urban,2035,0.660205734
